embed_size,hidden_size,learning_rate,weight_decay,seed,regularization,embed_config,is_collapsed_hidden,is_tied_hidden,is_collapsed_out,is_symmetric_input,slug,maxRatio,minTrainLoss,minEvalLoss
512,512,0.01,1e-9,3,l1,tied,true,true,true,false,01574981520751073,100.3957659143452,0.007253886407170835,0.017819214590141814
512,512,0.001,1e-11,3,l1,tied,true,true,true,false,01577538669512424,2.964052208321576,0.00969445629781866,0.018181851616782523
32,32,0.001,1e-8,2,l1,tied,false,false,false,false,01585236592983552,3133.249812415403,2.0096485661977285e-7,4.2506685326940275e-7
128,128,0.01,1e-10,8,l1,input_tied,true,false,false,false,01591334244719267,5983019.929442018,6.346739406761992e-9,0.000009249938070991295
512,512,0.001,1e-8,7,l1,tied,true,true,false,false,01597751133464742,7974.154211804381,4.671985616743379e-7,8.492063183924185e-7
128,128,0.0001,1e-8,2,l1,tied,true,true,true,false,016071334823965056,1.7882083312696033,0.01054124038392272,0.01837597941930137
64,64,0.001,1e-10,2,l1,tied,false,true,true,false,016172658415882668,4719676.405646828,8.116998899972576e-9,0.0002430908112448056
32,32,0.001,1e-7,2,l1,input_tied,false,false,true,false,016281075021478353,260.7037125851858,0.011834476589332035,0.041882967156576315
256,256,0.0001,1e-8,6,l1,input_tied,true,true,true,false,016334642617144013,5335.280494946291,0.000006327501333266242,0.0027323593049096836
256,256,0.01,1e-11,4,l1,tied,true,true,true,false,01640441377201729,102.57801938506022,0.008714923417724705,0.018626037333721538
512,512,0.001,1e-10,1,l1,tied,true,true,true,false,01648865587815751,5.288105640263315,0.009528458471206896,0.018479456695173254
32,32,0.01,1e-7,2,l1,input_tied,false,true,false,false,016563268590291336,8.881304570170915,0.000002904030335586387,0.00002084198763693884
512,512,0.0001,1e-10,8,l1,tied,true,true,false,false,016652736685248914,1952586.0373745756,5.8982435563859366e-8,0.0423622547928577
256,256,0.0001,1e-8,1,l1,input_tied,false,false,true,false,016678431875314814,19339.10276908882,0.0000018387799894581864,0.012247214824588333
256,256,0.001,1e-10,4,l1,input_tied,false,true,true,false,016693963884171104,1985122.094086071,1.5327355526066908e-8,0.00001417204374015421
256,256,0.001,1e-8,4,l1,tied,false,true,false,false,01674413521098428,2589.3876275349085,1.9994646379766707e-7,0.0000017299047706698704
256,256,0.001,1e-9,4,l1,tied,false,false,false,false,0167654310871318,518119.32388558955,1.8546289024663183e-8,8.378546433425105e-8
64,64,0.01,1e-11,7,l1,tied,true,true,true,false,016825430904257477,5.727462817264105,0.010422618890484023,0.02156567443371531
64,64,0.01,1e-8,6,l1,tied,true,true,true,false,016846123303415617,2.7099279612390226,0.011002372261152776,0.021066345150851977
32,32,0.0001,1e-11,6,l1,input_tied,false,false,false,false,017005451168301544,460947147.6169498,1.646215867444709e-9,0.04191823787648156
32,32,0.001,1e-7,4,l1,tied,false,true,false,false,017012240413353363,9.514083023258639,0.000002030270282549747,0.0000032571822909598317
256,256,0.01,1e-11,0,l1,tied,true,false,true,false,01707020076885346,102.47798720134668,0.00877288924305193,0.018716514225192906
64,64,0.01,1e-7,4,l1,tied,true,false,false,false,017168362449801355,1.684520251850434,0.000005410758214428097,0.000008552682792768889
32,32,0.0001,1e-11,1,l1,tied,false,false,true,false,01716939247573146,9989969.317442624,4.342617496225804e-9,0.0277378504659117
256,256,0.0001,1e-7,0,l1,tied,true,false,false,false,017199951384385348,1297.4458235072611,0.000005391799538066851,0.00000791532775751856
128,128,0.001,1e-8,1,l1,tied,false,false,true,false,01725818697765491,66726.97447095525,7.252891744419228e-7,0.000010414973261047864
512,512,0.01,1e-7,4,l1,input_tied,false,false,false,false,01746100974852527,9.404678755057638,0.000003093618605723045,0.000007546301864560259
32,32,0.01,1e-7,6,l1,input_tied,true,false,true,false,017571019832691936,94.27966640369905,0.00005921669282676209,0.00036766491836936685
64,64,0.001,1e-7,8,l1,input_tied,true,true,true,false,017594157531902632,429.3041185453342,0.00005148131965275523,0.00015449283875336472
512,512,0.0001,1e-10,4,l1,tied,false,true,true,false,017606239634354925,1945315.6299204675,4.983117192603228e-8,0.04241556098154619
512,512,0.001,1e-10,5,l1,tied,false,false,true,false,01764090822022324,2863086.215216358,3.229096031483579e-8,0.04257071689227845
256,256,0.0001,1e-11,4,l1,tied,true,false,true,false,017863792698920578,1.898007265402996,0.010138777318133334,0.018302282904155576
256,256,0.0001,1e-8,2,l1,tied,false,true,true,false,017977701916293665,20952.26849988423,6.048315436616549e-7,0.0000027792274393847377
64,64,0.01,1e-9,1,l1,tied,true,true,false,false,018031346969522022,279663.86706393916,4.172413560565971e-8,9.077308701023289e-8
64,64,0.01,1e-11,0,l1,input_tied,true,false,true,false,018093948301217133,27155037.077379372,6.596692549122991e-9,0.041921961808373105
32,32,0.01,1e-7,6,l1,tied,true,false,true,false,01814345048109134,1.4428815777854371,0.019038484743132942,0.02650074247369461
512,512,0.01,1e-11,6,l1,tied,false,false,true,false,01821190072739509,55426100.599378206,3.477519056055746e-9,0.04419609282750121
