embed_size,hidden_size,learning_rate,weight_decay,seed,regularization,embed_config,is_collapsed_hidden,is_tied_hidden,is_collapsed_out,is_symmetric_input,slug,maxRatio,minTrainLoss,minEvalLoss
512,512,0.0001,0.3,1,l2,tied,false,true,false,false,001182569444577175,925023133162.6525,4.553899279841089e-8,3.911125813577493e-7
256,256,0.001,0.1,1,l2,tied,true,true,false,false,001192316601517418,2159809679829.7532,4.0178034676714284e-8,0.0000017684599617374034
512,512,0.0001,0.1,4,l2,tied,false,true,false,false,0012193425816813264,3334993701090.129,1.934234306047411e-8,0.00043274920680858064
128,128,0.01,0.01,7,l2,untied,false,true,true,false,0013044763414717941,29300277927697.98,1.3295978540356455e-8,42430.87365345076
256,256,0.001,0.03,7,l2,tied,true,true,false,true,001391987424300245,6742564985231.683,2.2583057868036737e-8,21475.181765749858
128,128,0.01,0.3,6,l2,untied,true,false,false,false,001409413346164401,445331548169.16016,2.6281476704881265e-7,0.00029742731627644596
512,512,0.0001,0.1,4,l2,input_tied,false,true,false,false,0014323604451351724,3019223550158.699,3.072782450691326e-8,0.07155744743529896
256,256,0.01,0.1,8,l2,input_tied,false,true,true,true,0014391792999268738,980428270173.2119,6.752355074907773e-8,0.07306304726863642
32,32,0.001,0.01,0,l2,tied,true,false,true,false,001440740598744994,5.9797229419562665,7665.831154456046,27744.584409220413
64,64,0.0001,0.3,3,l2,tied,false,false,false,false,0014442068112603401,3349687070459.7993,6.000311403214795e-8,6.705337680768879e-7
256,256,0.001,0.03,2,l2,input_tied,false,false,false,true,0014915667582269254,12081198561358.162,1.260766890882714e-8,21403.0650815061
64,64,0.01,1,0,l2,input_tied,false,true,true,true,0015134005512291715,82571452.98313862,0.000001981369503057273,22.481445312588423
256,256,0.001,1,1,l2,input_tied,true,false,false,false,0015299208509845785,1409348841.2568007,8.791015891529626e-7,0.0022403512259580264
256,256,0.01,0.03,2,l2,untied,true,true,true,true,001542662938276762,497313647852.1679,1.6288269976518557e-7,12114.317784880088
64,64,0.01,0.3,0,l2,tied,true,true,true,false,0015882549975921867,2.8925499945852646,7635.686443319591,22065.063979994386
32,32,0.0001,0.03,8,l2,input_tied,true,true,false,true,0016305488281828096,15970678900717.998,1.2386263414308734e-7,21380.666517501257
128,128,0.001,0.3,8,l2,tied,true,true,false,false,0016505818111477444,485083430597.6202,1.419741939529277e-7,0.0000032448024708040207
256,256,0.001,1,6,l2,untied,true,false,false,true,0016841781900992503,67164179454.74648,0.0000012565215099646405,21384.096036401686
512,512,0.0001,0.01,2,l2,untied,true,false,false,true,0017628715247116622,13387503020232.855,1.1258581622507526e-8,21375.5994013217
64,64,0.01,0.01,2,l2,tied,true,false,true,true,0017718893811198289,29.731953351754832,2306.0041016561972,19144.009342825702
256,256,0.01,0.1,0,l2,input_tied,true,true,false,false,0018250724029705845,77755223482.33717,6.487043102603763e-8,0.000023015148256359892
128,128,0.0001,0.03,3,l2,input_tied,true,false,false,true,0019011953194087994,7085081047213.865,3.909931622871321e-8,21388.351566520516
512,512,0.0001,0.3,8,l2,tied,true,true,true,true,0019052618236045094,8.612459638213217,2502.110776989163,18303.209526100654
512,512,0.01,0.1,2,l2,input_tied,true,false,true,false,0019379647576106551,529803206.30786943,3.915476738166663e-7,0.03317404022029494
256,256,0.0001,0.3,7,l2,untied,false,true,false,true,0019443991831825658,1137513762617.722,1.4051737550769895e-7,21370.727499364264
512,512,0.01,0.01,3,l2,untied,true,false,false,true,002020899712772084,14354062496380.076,8.556867880906777e-9,22710.41738398675
512,512,0.001,0.03,8,l2,tied,false,false,true,false,0021738104502814215,8390592213951.248,3.090021838390486e-8,42971.64585316277
64,64,0.001,1,3,l2,input_tied,true,true,true,false,002185600153180811,82.72407844689035,69.1777941240959,5710.970476732801
256,256,0.01,0.01,4,l2,input_tied,false,false,true,true,00218744637834134,15980578880168.732,1.0674138906066403e-8,21517.76207376698
256,256,0.01,0.01,1,l2,untied,false,true,false,true,0022810880777042186,44700639853979.32,3.753385380274518e-9,21713.26603918351
256,256,0.001,1,5,l2,tied,true,true,false,true,0023045085678528032,88266731232.09096,5.583631898037846e-7,0.003498834608647366
512,512,0.001,0.3,4,l2,tied,true,false,false,true,002334876569504374,385987193530.5475,1.1905327012656057e-7,0.00022223798644699437
64,64,0.001,0.1,7,l2,input_tied,true,false,false,true,002351929146740206,2332887518665.657,1.3118425345507884e-7,21384.074521430608
256,256,0.0001,0.1,3,l2,tied,true,true,false,false,0023828071251683625,2662463335263.4717,9.158616842567225e-8,42547.25962077234
512,512,0.001,1,2,l2,untied,true,false,false,false,0024349637170070215,86694336969.74683,8.904489051559642e-7,0.00027216979579003364
512,512,0.01,0.01,6,l2,untied,false,true,false,true,0024554507888759902,40327248903473.25,3.725908248593536e-9,22847.6822568879
256,256,0.01,0.1,2,l2,untied,false,true,true,false,002461197474992294,1477340779778.2542,8.448718080562767e-8,0.000004281047840573535
128,128,0.001,0.03,2,l2,tied,false,false,true,true,0024785530158742963,7431350146278.33,2.6574093370064992e-8,21398.865772430203
512,512,0.0001,0.3,3,l2,untied,false,true,false,false,002501837199601842,1435248599445.9285,1.3954944199889186e-7,8798.584587431185
32,32,0.01,1,5,l2,input_tied,true,true,true,true,0025262310192156745,9.079665446265205,1337.9109534643208,9966.471195080248
64,64,0.001,0.03,2,l2,tied,true,false,false,false,0026139381827338104,4848077560313.4375,1.3996174885688978e-8,3.2997420774538645e-7
512,512,0.01,0.1,4,l2,untied,false,true,false,true,002675250306282684,3105308343974.616,2.5044803786156283e-8,1911.3412443769203
512,512,0.01,0.1,8,l2,input_tied,false,false,false,false,002683842277243831,3627915738673.0215,2.0954086021813267e-8,6.147639397523326e-8
64,64,0.0001,0.3,7,l2,untied,false,false,false,false,0027930185853473066,3209306095838.9473,3.527521390354808e-7,42355.66584015051
128,128,0.001,0.01,7,l2,untied,true,true,true,false,00280473081057786,3233226962817.973,1.571918590813482e-7,42325.424204343406
256,256,0.0001,0.01,1,l2,untied,false,false,true,false,002815207728108282,22594742909905.344,2.1285392781615872e-8,42299.90869806567
256,256,0.0001,0.01,4,l2,tied,true,true,false,true,002906368004999993,24647354785550.4,8.655290262262398e-9,21452.471419089714
128,128,0.001,0.01,3,l2,untied,true,true,false,false,0029214673216760856,31118499149987.44,1.8135873913702494e-8,42400.951822940064
512,512,0.01,0.01,4,l2,tied,true,true,true,true,0029289521966697762,1368.884469629421,958.0066503053647,19226.805388112
128,128,0.0001,0.01,4,l2,tied,true,true,true,false,0029420222645895056,4.551590390897081,4497.180505042717,18918.862407410525
128,128,0.001,0.3,2,l2,untied,false,false,false,true,002989445290993209,1035991690900.8188,8.524749594818852e-8,221.84653738589003
128,128,0.0001,0.01,6,l2,untied,true,false,true,true,0030285246683088296,2045988555588.3142,8.553329777580414e-8,21352.744367878968
32,32,0.0001,0.3,5,l2,untied,false,true,false,false,003036779540959267,3012854219728.954,4.4240144965535474e-7,42348.861457386265
256,256,0.0001,0.3,6,l2,untied,false,false,false,true,0030827059690992087,1018898724871.7963,1.5520595430424496e-7,21364.66949585467
512,512,0.01,1,8,l2,input_tied,true,true,true,true,00310149655337999,23219984.318428874,0.00000665303883855199,71.60950301767711
128,128,0.001,0.01,1,l2,untied,true,false,true,true,003160509895094976,1971298652524.094,8.226014402796202e-8,21355.157685057653
512,512,0.001,0.3,0,l2,input_tied,true,true,false,false,0031828921550883793,200981109415.16974,2.0156148371800822e-7,0.00033190882394409346
512,512,0.01,0.03,3,l2,input_tied,true,true,false,true,0031933258759195837,4173451652558.3257,1.8752357444517173e-8,0.20786074636004478
256,256,0.01,1,5,l2,input_tied,false,false,false,false,0032409061359807145,134119.29974656462,2.466180684030181e-7,7.278397246807466e-7
32,32,0.01,0.03,2,l2,untied,true,true,false,true,003281585077005822,8660287053716.207,4.310404522144037e-8,21380.524812318054
512,512,0.01,0.3,0,l2,tied,true,false,false,false,00334403089504276,4705776.896622825,1.2096788948043994e-7,0.000003170957667425875
256,256,0.01,0.01,5,l2,tied,true,true,true,true,0033445488111070176,418.17605790790367,1527.9930505707812,19111.44206525152
32,32,0.001,0.01,6,l2,untied,false,false,true,true,003368314626022717,27642085731936.9,2.0335828798548545e-8,21342.946949785968
64,64,0.001,0.3,2,l2,tied,false,true,true,false,00338165397530954,6092541911.177823,1.8566339042984868e-7,0.000006971973454951055
512,512,0.0001,0.01,3,l2,tied,false,false,true,false,0034336648602654174,29425009052074.453,1.1589705861662846e-8,42767.22603856424
128,128,0.0001,0.03,6,l2,input_tied,false,false,false,true,0034609804444553083,16483921431284.031,1.4202660381044302e-8,21360.862228552705
256,256,0.0001,1,2,l2,untied,false,true,false,true,003484560268236847,261205715168.69016,4.899677927147615e-7,21362.03303472524
64,64,0.0001,0.1,1,l2,untied,true,false,false,false,0035219773154939737,3806236064299.612,3.077263774764179e-7,42380.47201410757
64,64,0.001,0.03,7,l2,untied,false,false,false,true,0035518068816241533,19716903992878.457,1.4202754083867496e-8,21371.36754289852
256,256,0.001,0.01,8,l2,untied,false,false,true,true,003579063497356705,12964718994382.3,1.368373903071727e-8,21350.669114738455
512,512,0.01,0.3,7,l2,untied,true,false,false,true,003589411210934368,284246837639.6146,2.2461578861983275e-7,1234.070109228329
256,256,0.0001,0.3,4,l2,input_tied,false,false,true,true,0036151076427546336,387257301065.13464,4.061041606998983e-7,21342.913123450566
512,512,0.01,0.3,7,l2,tied,false,true,true,true,0036503977889994488,226552583860.75534,1.339030193326206e-7,0.002532177734625556
128,128,0.0001,0.3,6,l2,untied,true,false,false,false,0036515383577361282,740911935221.2966,6.735033368146173e-7,42376.14800949727
32,32,0.0001,0.1,8,l2,input_tied,false,true,false,false,003685114800483058,487007582835.4158,2.877501148432508e-8,41.94687046739847
32,32,0.01,0.1,0,l2,input_tied,false,true,true,true,003690063942232258,2081060496112.679,5.405362112410928e-7,21350.13020150753
32,32,0.01,0.1,1,l2,untied,false,true,false,true,003716480276101386,6880510647261.635,4.3329829057511956e-8,21390.22170810186
128,128,0.0001,0.1,3,l2,input_tied,true,true,true,true,0037708050555345096,189863781016.5092,0.000001028217854792827,21340.118744633735
128,128,0.001,1,0,l2,tied,false,false,false,true,003830428791313678,241489853810.9965,1.974996506212894e-7,0.0000012288915821619586
256,256,0.001,0.03,2,l2,untied,false,false,false,true,0038342138506207712,11370507832996.121,1.4033889605914927e-8,21402.964574743906
32,32,0.001,1,4,l2,input_tied,false,true,false,false,0038511740567641617,770.8640313187964,7.112720606789698e-7,0.000007570685166757996
256,256,0.001,1,1,l2,tied,false,false,true,true,003873439772145826,81079406844.08261,6.532125132840058e-7,0.002641871565246967
32,32,0.0001,0.3,7,l2,input_tied,false,false,false,false,0038821642043616045,1279936708856.444,1.8215456297889184e-7,12910.190783772756
64,64,0.01,0.3,0,l2,untied,true,false,false,false,003948953304892533,610410134914.5994,3.266031140895301e-7,0.040629486291634695
128,128,0.0001,1,0,l2,tied,false,true,true,false,004048766968689166,30000378422.327065,0.0000010248598825221402,0.00005978321841011125
256,256,0.01,0.03,8,l2,untied,true,true,false,true,004074701239451084,4218506648858.1714,2.6392813045981276e-8,21718.98007250673
32,32,0.01,0.01,5,l2,tied,true,false,false,false,004074875199548744,250658921973.10666,5.29437405027338e-9,3.698296291346353e-8
256,256,0.001,0.03,8,l2,tied,true,true,true,false,004133542108394894,5.414183306001801,4232.652748426461,19338.960989581916
64,64,0.001,0.3,6,l2,untied,true,false,false,true,004150423542212067,423764774077.24097,4.1526355993364923e-7,21384.957197430856
512,512,0.001,0.3,0,l2,input_tied,true,false,false,false,0041517407810830464,212816781762.58688,2.0224307139305377e-7,0.0007011681340254923
128,128,0.01,0.01,6,l2,input_tied,false,false,true,true,004184737630548496,16940188355686.988,1.1490554729895785e-8,21403.259107727346
128,128,0.01,0.3,8,l2,input_tied,true,false,false,false,004190271584949001,225113.27148990234,2.2397824771640844e-7,0.00005098050633427033
256,256,0.001,1,1,l2,tied,true,false,false,true,004261310540980112,88939553686.63312,5.840624884799428e-7,0.02853948056573801
32,32,0.0001,0.03,2,l2,tied,true,false,true,true,00427102357616671,7.142700802016077,4161.966189215098,20458.65926214068
128,128,0.01,0.03,8,l2,input_tied,true,false,false,true,0042792403687974545,5833601614577.927,1.9179096977110007e-8,0.008971126631542762
32,32,0.0001,0.3,4,l2,tied,false,true,false,true,004282565326245047,1669063633564.202,2.229109066019063e-7,21332.99760023079
128,128,0.01,0.03,1,l2,tied,false,true,true,true,0042845675835073704,8716859891306.993,1.3022003919549776e-8,0.00011486105173748327
32,32,0.001,0.3,2,l2,tied,true,true,false,true,004388996186722061,107212932943.11694,3.2003884848429554e-7,61.93749141846767
32,32,0.01,0.03,4,l2,untied,false,true,false,true,00439432300042486,28628963280700.57,1.1964093715689203e-8,21363.449732755103
32,32,0.001,0.1,0,l2,tied,false,false,true,true,004394874836959772,1711261108709.022,2.7841002767142455e-7,20483.710759497793
64,64,0.0001,0.1,2,l2,tied,true,false,true,true,004451968912390081,8.053560603261896,3035.453075429936,18710.414327819228
256,256,0.0001,0.01,0,l2,untied,false,false,false,false,004499362058196565,66898063902619.5,7.2456118882440954e-9,42369.14694684981
32,32,0.001,1,5,l2,input_tied,false,false,true,true,004542795238191344,2675.00946488211,31.109573217401365,21337.732215433578
512,512,0.01,0.03,7,l2,untied,true,false,true,true,004548710674733059,462232569122.9757,1.4821647308883407e-7,2407.852129388679
128,128,0.01,1,3,l2,untied,true,true,true,false,004570398414163068,5799029.857980884,0.0001511858829092969,784.9503512150775
64,64,0.001,0.03,3,l2,tied,true,false,true,true,004592637532386812,16.806278160507393,2462.03016595985,18694.829363722332
128,128,0.0001,0.03,4,l2,untied,false,false,true,true,004607244073214223,5261062695388.88,4.513025375572862e-8,21338.442303559805
512,512,0.0001,1,8,l2,tied,false,false,false,true,004670308648978216,232430068952.90356,1.6668117551983416e-7,9.02433061177999e-7
256,256,0.01,1,2,l2,untied,true,true,true,true,004686898435334763,1118604167.9896932,0.000014159698503717064,5988.704075586833
64,64,0.001,0.3,7,l2,tied,false,false,false,true,004710087109961125,1622249511684.6497,1.1802732324409786e-7,21347.032449748887
32,32,0.0001,0.3,2,l2,input_tied,false,true,false,false,004745843343628153,31245815173.650528,9.108025466936327e-8,0.0000572616508318825
128,128,0.01,1,6,l2,untied,false,false,false,false,004748853905027328,831146.1363403462,3.516053954476693e-7,0.0000012016692322444303
64,64,0.0001,0.03,1,l2,input_tied,true,false,true,true,0047501108259493385,875931768040.3063,4.513098305590175e-7,21349.60173322849
32,32,0.0001,1,0,l2,untied,true,false,true,true,004788509563853793,19.225447601905902,1787.9925634808023,21349.569157835947
32,32,0.0001,1,3,l2,tied,true,false,false,false,004799949116295776,19.803839117790467,19.76399198899229,379.5369691806068
256,256,0.0001,0.1,5,l2,untied,false,false,false,true,004809384505428449,3384985859311.6436,5.2356446732876675e-8,21366.770257427805
64,64,0.01,0.01,3,l2,input_tied,true,false,true,true,004857634456349458,2631611389833.1724,1.0518514392506271e-7,21383.56938507286
32,32,0.001,0.01,3,l2,input_tied,false,false,false,false,004898216780374054,121282293864375.28,8.898910053269102e-9,42356.91093672186
128,128,0.001,0.03,2,l2,untied,false,true,false,false,004902868944902106,30370511035092.316,1.9125295569413854e-8,42375.85172640992
64,64,0.01,0.03,5,l2,input_tied,false,false,true,false,004932261080080491,12528166483056.559,2.3173350793729287e-8,3.9569879397064284e-7
512,512,0.0001,0.1,3,l2,tied,false,false,true,false,004955374179681837,2589419804837.8804,1.2191037890096584e-7,42811.938083383335
512,512,0.01,1,2,l2,tied,false,false,false,true,004962780548484758,1477231.0072614865,1.668957036919674e-7,0.000010578852019403941
64,64,0.0001,0.03,3,l2,tied,true,false,true,true,00501921650440873,10.500869550519184,2711.6338265545755,18445.07310553882
128,128,0.01,0.1,0,l2,input_tied,false,true,true,true,005069681762988498,1339820690201.9014,6.713896083373354e-8,17.997478934790287
512,512,0.01,0.01,7,l2,tied,false,true,false,false,005073267009089388,50796723882734.88,1.3332899229108187e-9,9.444497628362827e-9
256,256,0.0001,0.3,3,l2,tied,true,true,true,true,0051314127050214875,7.1311762550599775,2762.213153158207,17729.31303350469
128,128,0.01,0.01,1,l2,tied,false,false,true,false,005134063764678398,47598303655347.55,1.3199462189892174e-8,42538.93642000429
128,128,0.0001,0.1,3,l2,input_tied,false,false,false,false,005142011388534762,8839772643295.078,7.279845837184962e-8,42373.9690265082
512,512,0.001,1,6,l2,tied,false,true,true,true,005180601218373271,74437710460.25037,5.41849124118022e-7,0.014819590301574724
512,512,0.001,0.1,8,l2,untied,false,true,true,true,00519543433196068,1034287998768.9623,1.0645526038147934e-7,21365.050356519612
64,64,0.0001,0.01,6,l2,input_tied,false,false,false,false,005266810892002982,193236882677553.34,8.87504780776406e-9,42341.84795637264
32,32,0.0001,0.03,7,l2,untied,false,false,true,false,005283487236432349,1006.3987045755603,1890.59430556292,42318.77911536619
32,32,0.0001,1,3,l2,tied,true,true,true,false,005285436175274438,2.619547911730701,12264.997801349124,32125.99304366266
128,128,0.0001,1,0,l2,tied,true,true,true,true,005316979682064904,3.756144633971642,4617.030227636616,17337.463780952825
512,512,0.001,0.03,5,l2,tied,true,false,true,false,005323500459189612,5.250193813372736,4213.086999629416,18946.979118049272
256,256,0.0001,0.03,2,l2,input_tied,false,false,true,true,005356548493280822,4930135464932.024,3.7752341474794775e-8,21346.77847073767
64,64,0.001,0.03,4,l2,tied,true,false,true,true,0053651735048623195,17.26939889353213,2484.629127473398,19047.597119608934
512,512,0.01,0.3,4,l2,tied,true,false,true,false,005425151210054824,3.7577547057824616,4997.01978663838,18704.93145733985
128,128,0.0001,0.01,1,l2,untied,false,false,false,true,005466492547365087,48576859029491.61,4.972257938710934e-9,21356.39316095193
128,128,0.0001,1,6,l2,input_tied,true,true,true,true,005534423795812038,8742348.600221293,0.006397315943684667,21334.689905783092
512,512,0.01,1,1,l2,tied,true,false,true,false,005657606766138246,2.8854085178468054,7069.930415454408,20366.309348287024
512,512,0.001,0.1,5,l2,untied,false,true,true,true,005668312873059689,1043957455469.7916,1.1165248858460075e-7,21368.39703090814
64,64,0.01,1,0,l2,tied,true,false,false,true,005786282343859361,28913387.87748419,0.0000020668250726660387,11.430436126845763
128,128,0.0001,1,0,l2,tied,true,true,true,false,005911294331809036,2.754760618188842,9310.996654878641,25647.61708316768
128,128,0.001,0.3,3,l2,untied,true,true,true,false,0059271273670500335,40035323231.88788,0.0000033971268005809683,1958.165875936451
512,512,0.01,0.01,3,l2,untied,true,true,true,true,005937618953273827,1538831883100.3625,5.501527788805893e-8,21552.71136065329
32,32,0.001,0.3,7,l2,untied,false,false,false,false,006000081911331612,296.81414509507647,2196.225117480696,42371.08060424795
256,256,0.01,0.01,7,l2,untied,false,true,true,false,0060048300725519255,23619016681321.055,8.88120288420984e-9,0.001301565127694416
32,32,0.01,0.01,5,l2,untied,true,false,true,false,006020240294385193,966389.8014041323,7.99678278433218,42346.58130341945
32,32,0.0001,0.1,6,l2,input_tied,false,true,true,false,006034856906515618,147513132709.4404,1.4106287692933106e-7,1291.6195782552263
32,32,0.0001,0.3,3,l2,input_tied,false,false,false,true,006084585693630684,1609750996273.8638,2.3417904524892596e-7,21368.24565430699
64,64,0.001,1,8,l2,untied,false,true,true,true,006126613809814496,28063735419.643894,0.000005588634463002059,21347.159659961777
32,32,0.01,0.3,2,l2,input_tied,false,false,false,true,0061331151012790075,1246940861408.7708,1.7970716780322552e-7,21379.76030374316
32,32,0.0001,1,7,l2,tied,true,false,false,false,006136652689467725,61.49502556380565,0.8058850541539222,30.151845348480574
128,128,0.01,1,6,l2,untied,true,true,false,true,006147340778300703,45446915769.804565,0.000001228795218453506,2515.290683881437
512,512,0.001,0.3,8,l2,tied,true,true,false,false,006174202058928824,404789646261.1379,1.2212978428297656e-7,0.000006241974204733885
128,128,0.01,1,0,l2,input_tied,true,true,true,true,006208243929736401,42229949.379547745,0.00006848886569220448,2863.6191609465177
32,32,0.0001,0.03,2,l2,input_tied,true,false,false,false,0062593767792599175,2358931869068.795,5.216097553805461e-8,32555.88727277747
256,256,0.001,0.03,5,l2,tied,false,true,false,true,006311772466702004,16340184616919.797,5.976180883480435e-9,164.48281466087474
32,32,0.01,1,6,l2,input_tied,true,false,false,false,006341636834669595,38878.2428606926,0.002840291782585311,32.18691976144816
64,64,0.001,0.01,1,l2,untied,true,true,false,false,006349309631351385,47537194425646.63,2.562707712695395e-8,42396.11089582304
128,128,0.001,0.1,4,l2,tied,true,true,false,true,006359494763516604,2462296956816.213,5.6297789540284195e-8,149.21364674761475
512,512,0.0001,0.03,7,l2,tied,false,false,false,false,006410832549895384,21052353305270.996,1.4290848282500241e-8,42672.357905740006
512,512,0.0001,0.3,0,l2,input_tied,true,true,true,false,006416593471930021,36912770040.24218,0.000001452653952583936,0.44132576792017764
128,128,0.0001,0.01,3,l2,untied,true,false,false,true,006438150661755571,18083430493088.406,1.1660039378430712e-8,21384.8036564441
32,32,0.0001,0.1,6,l2,input_tied,true,true,true,true,006459065503197081,17975205.984110054,0.04473274211799901,21341.66886452667
256,256,0.01,0.01,2,l2,tied,true,false,true,false,006487399152370066,43.61325591480892,4041.716688255362,18545.977316960365
256,256,0.01,0.01,1,l2,tied,true,false,false,false,006490422034801435,27717646329483.902,3.6988716534096713e-9,1.3347434347741405e-7
256,256,0.0001,0.3,6,l2,untied,true,false,true,true,006534914942142311,38305942530.50864,0.000002761579439322686,21343.852821496475
64,64,0.0001,0.1,2,l2,input_tied,false,false,true,false,006553837589546974,3619568894210.425,3.8545486244983173e-7,42293.46435773102
