n,k,train_size,hidden_size,weight_decay,w_init_scale,seed,slug,maxRatio,minTrainLoss,minEvalLoss
30,3,2000,16,0.01,1,2,20521286614536305,2013.3578758823749,1.1920930376163597e-7,3.308814768843149e-7
30,3,500,32,0.01,1,5,20707015966975484,59663924.887505904,1.1920930376163597e-7,0.702910840511322
30,3,500,32,0.1,1,1,2111300211112721,59194492.94346655,1.1920930376163597e-7,0.704520046710968
30,3,250,128,1,1,8,21183125291477967,41120439.098061666,1.1920930376163597e-7,0.7024485468864441
30,3,2000,8,0.1,1,8,21190727203455018,1.026495252338499,0.6068505644798279,0.6094151139259338
30,3,1000,16,0.1,1,8,2125233089461407,1642.2491485985424,1.1920930376163597e-7,1.2078287170425028e-7
30,3,2000,64,0.0001,1,5,215274432716146,1891131.7745595246,1.1920930376163597e-7,0.11203722655773163
30,3,1500,16,0.01,1,3,2154318332041919,9470.441408009958,1.1920930376163597e-7,5.933734996688145e-7
30,3,2000,128,0.0001,1,3,21589998631644236,3205549.117868767,1.1920930376163597e-7,0.09001532196998596
30,3,250,32,0.1,1,3,21658131880699494,59760236.87602462,1.1920930376163597e-7,0.7134467363357544
30,3,1000,16,0.01,1,6,21710819523449587,624115.7891896793,1.1920930376163597e-7,0.0012502532918006182
30,3,2000,8,0.0001,1,0,21819509134954662,1.0513349605394442,0.34033533930778503,0.34102845191955566
30,3,2000,8,0.1,1,0,2189225500874451,1.0416139299041844,0.34560784697532654,0.34859350323677063
30,3,250,64,0.001,1,2,22050832289084432,60998188.728449255,1.1920930376163597e-7,0.7043241858482361
30,3,250,32,1,1,6,22063274712345027,38994610.566478,1.2755396028296673e-7,0.7094196081161499
30,3,500,16,0.01,1,7,2216469455027833,60399448.79982462,1.1920930376163597e-7,0.7034348249435425
30,3,1000,8,0.00001,1,4,2225506562015257,2.55959954491984,0.493450790643692,0.7068865895271301
30,3,1000,32,0.0001,1,0,22284654723079367,34773667.85465576,1.1920930376163597e-7,0.7101911902427673
30,3,500,16,1,1,5,22325692216397264,4.806013903834549,0.22416308522224426,0.7132707834243774
30,3,1000,128,0.001,1,7,22329142901619636,49249970.12894605,1.1920930376163597e-7,0.7070955634117126
30,3,250,8,0.0001,1,3,22352769575876485,59408520.917952426,1.1920930376163597e-7,0.6983883380889893
30,3,1000,16,0.00001,1,2,2245417441015949,3649050.3006750946,1.1920930376163597e-7,0.3312806487083435
30,3,1000,128,0.01,1,6,22461367928644715,39803619.25503883,1.1920930376163597e-7,0.7027750611305237
30,3,2000,8,0.01,1,0,22606360641958934,1.0236244223970326,0.5146619081497192,0.5205535292625427
30,3,250,64,1,1,3,22765762249843702,42110038.98009217,1.1920930376163597e-7,0.7013319134712219
30,3,2000,32,0.001,1,1,2287968957553247,152889.79427411626,1.1920930376163597e-7,0.0007222776184789836
30,3,250,8,0.01,1,8,23032694344347693,5.094618584895594,0.40659770369529724,0.6976107954978943
30,3,250,32,0.01,1,1,2312370425769099,62743692.52036899,1.1920930376163597e-7,0.7051317095756531
30,3,1500,16,1,1,8,23163824454845383,1.1782494961040775,0.35129809379577637,0.35906434059143066
30,3,500,128,0.001,1,8,23444567025265073,60674728.76700869,1.1920930376163597e-7,0.7063855528831482
30,3,250,8,0.001,1,7,23461994774213102,60368948.8034605,1.1920930376163597e-7,0.6991546750068665
30,3,1000,32,0.0001,1,4,23489289528930457,971071.7700800193,1.1920930376163597e-7,0.08780400454998016
30,3,2000,128,0.001,1,5,23737512007224892,2220378.9853101987,1.1920930376163597e-7,0.06602630764245987
30,3,500,32,0.001,1,8,23752340674147987,56253409.29407104,1.1920930376163597e-7,0.7031610012054443
30,3,2000,16,0.1,1,0,23940422931997218,1080.9350010415278,1.1920930376163597e-7,1.1920930376163597e-7
30,3,1000,32,0.0001,1,8,2416350258869795,33866907.962749965,1.1920930376163597e-7,0.7022401094436646
30,3,1000,32,0.01,1,7,2416551055882047,31303840.26829144,1.1920930376163597e-7,0.6982851624488831
30,3,500,16,1,1,0,24223601976337628,4.174371772703235,0.22498221695423126,0.6952230334281921
30,3,1000,128,0.0001,1,5,2429739782949053,36941335.596249625,1.1920930376163597e-7,0.7102779150009155
30,3,1500,8,0.0001,1,3,24360511338621538,1242.1282509566038,1.1920930376163597e-7,4.5625915845448617e-7
30,3,2000,128,0.01,1,1,24382306797278597,2682393.430233785,1.1920930376163597e-7,0.06127762421965599
30,3,250,8,0.01,1,7,24507142808028337,858.9854050844556,0.008317884989082813,0.6987554430961609
30,3,500,16,0.1,1,7,24528050426310977,59230884.93912829,1.1920930376163597e-7,0.70899498462677
30,3,500,128,1,1,3,24606624873455385,38209155.445113726,1.1920930376163597e-7,0.6999838948249817
30,3,1000,32,0.00001,1,5,24652266412058121,15351706.169934014,1.1920930376163597e-7,0.6975061297416687
30,3,2000,16,0.001,1,4,24750870603545871,215.60896782768157,1.1920930376163597e-7,0.0000018487401121092262
30,3,1500,64,1,1,5,24817908264497257,8.533613882111448,0.004593620076775551,0.013429026119410992
30,3,1000,16,0.01,1,7,25129210620073017,8100917.857463278,1.1920930376163597e-7,0.09488318115472794
30,3,2000,8,0.1,1,5,25253310763238246,1.227457498951478,0.08768323808908463,0.0892774686217308
30,3,1000,16,0.0001,1,8,2539046818791446,295115.39709328744,1.1920930376163597e-7,0.01586160622537136
30,3,250,32,0.1,1,1,25401622879539065,60515020.78604736,1.1920930376163597e-7,0.7091000080108643
30,3,250,32,0.01,1,2,255784915158747,63050824.483756006,1.1920930376163597e-7,0.7051603198051453
30,3,1000,64,0.00001,1,8,25772298099028057,33715991.98074055,1.1920930376163597e-7,0.7020941972732544
30,3,2000,8,0.01,1,7,258725313983196,13.796930575736692,1.1920930376163597e-7,1.2651683789499657e-7
30,3,1500,128,0.0001,1,1,2587602406018932,21624325.422179528,1.1920930376163597e-7,0.7037138938903809
30,3,250,8,0.1,1,6,26039121775362284,2437.575737707561,0.0027727202977985144,0.6986489295959473
30,3,2000,32,0.00001,1,1,26081932531044616,192133.16459594195,1.1920930376163597e-7,0.00041211798088625073
30,3,500,64,0.0001,1,0,2613974825097982,62066004.60115568,1.1920930376163597e-7,0.6991140246391296
30,3,2000,128,0.00001,1,4,2614327376453902,854684.2106137024,1.1920930376163597e-7,0.014358396641910076
30,3,1500,16,0.01,1,8,2619642504936319,3.7694453686940057,1.1920930376163597e-7,1.445891939511057e-7
30,3,1000,128,0.0001,1,4,262259432311571,17121181.95899606,1.1920930376163597e-7,0.7067482471466064
30,3,250,16,0.001,1,0,2635473516247514,61909928.61976139,1.1920930376163597e-7,0.6980043053627014
30,3,2000,8,0.1,1,1,26432318520360953,2.845801573006145,1.1920930376163597e-7,1.1920930376163597e-7
30,3,1500,8,0.1,1,6,26467053767348114,13.665741741259003,1.1920930376163597e-7,1.203060406851364e-7
30,3,1000,32,0.0001,1,7,26531509140205944,14428642.761451358,1.1920930376163597e-7,0.7006658315658569
30,3,1000,8,0.01,1,4,26546050304355095,366033.81221569417,1.1920930376163597e-7,0.018733734264969826
30,3,500,64,0.001,1,4,26556090338080107,61180744.70668689,1.1920930376163597e-7,0.7044970393180847
30,3,500,64,0.1,1,5,2663855770628434,57396445.15781055,1.1920930376163597e-7,0.009588567540049553
30,3,2000,16,0.00001,1,6,2664344160239712,477.1940349109131,1.1920930376163597e-7,8.197091574402293e-7
30,3,250,16,0.01,1,4,2677820736674901,63018536.487605035,1.1920930376163597e-7,0.7078437805175781
30,3,1000,8,0.001,1,1,2695851736779802,4.8166142751027055,0.39600348472595215,0.6989827752113342
30,3,500,128,0.1,1,1,2699241363558431,62068928.600807115,1.1920930376163597e-7,0.39521825313568115
30,3,2000,8,1,1,1,2700373577693922,1.2317680733503722,0.37158986926078796,0.38002094626426697
30,3,250,64,0.001,1,4,27081754053229434,63365780.44621033,1.1920930376163597e-7,0.7041664123535156
30,3,500,128,0.0001,1,2,27102944555551234,56653949.24632296,1.1920930376163597e-7,0.7118920087814331
30,3,1500,128,0.0001,1,5,2711357810080871,12159129.550518805,1.1920930376163597e-7,0.5494773983955383
30,3,2000,64,0.1,1,0,27283325464107444,2632945.9334818865,1.1920930376163597e-7,1.1920930376163597e-7
30,3,250,32,0.0001,1,4,2731131017035421,62322512.570577554,1.1920930376163597e-7,0.7200838327407837
30,3,1500,8,0.01,1,7,2738693366578484,377040.25980866054,1.1920930376163597e-7,0.0003080204187426716
30,3,1500,8,1,1,4,27426048903425904,1.2295829941163188,0.42947685718536377,0.49460917711257935
30,3,250,64,0.01,1,7,2748025194532735,63318816.45180888,1.1920930376163597e-7,0.7719881534576416
30,3,250,128,0.01,1,2,2754775789319607,63494812.43082852,1.1920930376163597e-7,0.7115355134010315
30,3,250,16,0.001,1,4,2782597781522165,61449808.67461196,1.1920930376163597e-7,0.7033353447914124
30,3,1500,16,0.01,1,5,27999363823476286,34566.663848082564,1.1920930376163597e-7,5.277447030493931e-7
30,3,2000,32,0.1,1,4,28107341720531775,470.4673816600583,1.1920930376163597e-7,1.1920930376163597e-7
30,3,1500,64,0.01,1,4,2832514496047589,9985620.809621237,1.1920930376163597e-7,0.27881351113319397
30,3,1000,16,0.00001,1,3,28374400083048834,11284.82482661905,1.1920930376163597e-7,0.0003623653610702604
30,3,1000,64,0.01,1,7,28409588116155915,1667.794540676835,0.0006932662799954414,0.43245750665664673
30,3,1000,64,0.01,1,5,2842566262681807,37553015.5233317,1.1920930376163597e-7,0.7004949450492859
30,3,250,64,0.1,1,0,2848068624318608,61830508.629228994,1.1920930376163597e-7,0.6996123194694519
30,3,1500,16,0.0001,1,3,2856683307165814,41508.88567675523,1.1920930376163597e-7,0.0000086496293079108
30,3,2000,64,1,1,4,28634585610375973,5.668088879332257,0.00705351959913969,0.020605122670531273
30,3,1500,16,1,1,2,2866374653923116,1.8552910145798507,0.32971301674842834,0.5555331110954285
30,3,2000,128,1,1,8,2871579350347374,4151.014485043822,1.1923911813482846e-7,1.9139061180339922e-7
30,3,250,16,0.0001,1,4,28842470265988707,61935220.61674635,1.1920930376163597e-7,0.7037826776504517
30,3,250,32,0.00001,1,2,28868649857819606,62435280.55713456,1.1920930376163597e-7,0.702597975730896
30,3,1500,32,0.001,1,6,288925765691321,333530.0075951173,1.1920930376163597e-7,0.022421211004257202
30,3,250,32,0.0001,1,2,2895727313022993,62812236.51219791,1.1920930376163597e-7,0.7023521065711975
30,3,1500,32,0.001,1,7,2903277562325842,385934.235243054,1.1920930376163597e-7,0.03382821008563042
30,3,500,32,0.1,1,6,2920391208485782,51549277.85484721,1.1920930376163597e-7,0.0012553108390420675
30,3,500,16,0.01,1,3,2926503548500595,385.29215023125005,0.018021943047642708,0.7067983746528625
30,3,500,64,0.0001,1,5,29312293010725465,62785544.515379846,1.1920930376163597e-7,0.6973523497581482
30,3,500,64,0.1,1,0,29357474263442507,58584305.01620662,1.1920930376163597e-7,0.404535710811615
30,3,1000,32,0.01,1,8,2954948301123316,40779095.13875304,1.1920930376163597e-7,0.6981731057167053
30,3,2000,32,0.0001,1,3,2957183906197084,63464.74634066268,1.1920930376163597e-7,0.00071241136174649
30,3,500,8,0.01,1,6,2959980830704103,173.17625365151562,0.04021133482456207,0.6997512578964233
30,3,1000,128,0.01,1,4,2962676971213357,32146150.167880278,1.1920930376163597e-7,0.7103089094161987
30,3,1500,32,0.1,1,2,29664715603522873,54928.75907698165,1.1920930376163597e-7,1.1920930376163597e-7
30,3,500,32,1,1,5,2969166536204695,26.698453336391403,0.04495912417769432,0.705159068107605
30,3,1000,8,0.1,1,3,2969181970663367,45.924892419398624,1.1920930376163597e-7,1.1922122666874202e-7
30,3,2000,64,0.0001,1,3,29724296973507536,4088739.332185145,1.1920930376163597e-7,0.2999812364578247
30,3,500,16,1,1,1,29739421535441035,6.140294100361474,0.18303442001342773,0.6990203857421875
30,3,2000,16,1,1,7,2978770738892207,1.2349531595941483,0.24422995746135712,0.24990065395832062
30,3,250,16,0.001,1,3,2981143694778374,61980156.61138956,1.1920930376163597e-7,0.701941192150116
30,3,1500,16,0.0001,1,2,29840327388517496,78545.34219916556,1.1920930376163597e-7,0.00855383463203907
30,3,1500,32,0.0001,1,5,2989399882605389,62681.014593951804,1.1920930376163597e-7,0.004355171695351601
30,3,1000,32,0.001,1,7,3003703395607261,35757919.73732379,1.1920930376163597e-7,0.7028293609619141
30,3,1000,16,1,1,7,30165191150992043,2.2011754390830296,0.3248787522315979,0.6313843131065369
30,3,1500,8,0.1,1,1,30166297654849206,8266.716552514416,1.1920930376163597e-7,1.1920930376163597e-7
30,3,1000,32,0.001,1,4,30265091305670766,4224409.996411085,1.1920930376163597e-7,0.34702563285827637
30,3,250,16,0.001,1,2,3030120227612365,61808368.63186829,1.1920930376163597e-7,0.7066646218299866
30,3,2000,16,0.0001,1,5,30377071603018346,27764.226075932882,1.1920930376163597e-7,0.0015580105828121305
30,3,1500,8,0.001,1,2,3043616839071054,2.0898586043685996,0.5982658863067627,0.7028600573539734
30,3,1000,32,0.01,1,2,3045980430470696,12459517.514709769,1.1920930376163597e-7,0.47766122221946716
30,3,250,8,0.00001,1,7,30526746610206523,61307032.69163219,1.1920930376163597e-7,0.7028842568397522
30,3,500,32,0.1,1,4,30711778119465594,52163457.78163125,1.1920930376163597e-7,0.020803747698664665
30,3,1000,128,0.1,1,0,3073045508309279,39368231.306941114,1.1920930376163597e-7,1.193761960394113e-7
30,3,1500,64,0.00001,1,2,3074007434029198,6947765.17176185,1.1920930376163597e-7,0.5525357127189636
30,3,1500,8,0.1,1,4,30888033861166164,1.4317066507731264,0.08086751401424408,0.0923299640417099
30,3,500,128,1,1,2,30932279310745725,39531159.28751858,1.1920930376163597e-7,0.7120934128761292
30,3,250,8,0.001,1,8,31140020574880045,26.26499841819801,0.19974808394908905,0.6965246796607971
30,3,500,16,0.0001,1,5,3139787702864967,57660805.126296386,1.1920930376163597e-7,0.714319109916687
30,3,500,64,0.001,1,5,31465332365823107,60105540.83486118,1.1920930376163597e-7,0.7011619210243225
30,3,1500,128,0.00001,1,1,31581594088107423,15758266.12146829,1.1920930376163597e-7,0.706520140171051
30,3,1500,16,0.001,1,1,3164142777536776,54666.84504570424,1.1920930376163597e-7,0.000010828309314092621
30,3,500,128,0.1,1,4,31672191055513255,52381853.75559643,1.1920930376163597e-7,0.0007300408906303346
30,3,1000,128,0.00001,1,7,31819659399348066,48829346.17908833,1.1920930376163597e-7,0.7050271034240723
30,3,250,32,0.0001,1,6,31866030460443306,63666064.41041369,1.1920930376163597e-7,0.715697169303894
30,3,2000,32,0.01,1,4,31883059737292874,34812.17163131575,1.1920930376163597e-7,0.0008335300371982157
30,3,500,8,0.00001,1,5,31922296640068604,100.86308334381022,0.06655127555131912,0.6948549747467041
30,3,2000,32,0.1,1,3,32084782913174836,1380.667437950678,1.1920930376163597e-7,1.1923314957584807e-7
30,3,500,32,0.001,1,4,32395520301267355,61011280.72688857,1.1920930376163597e-7,0.7175711989402771
30,3,1000,16,0.001,1,4,32504758535203815,63817.13585101429,1.1920930376163597e-7,0.00004425790029927157
30,3,1500,8,1,1,6,32505653675461,1.2914229557567198,0.34137722849845886,0.3497094511985779
30,3,250,16,0.01,1,1,3256927743298329,2651.4724496938707,0.0027727074921131134,0.7011891603469849
30,3,250,32,0.01,1,5,32636796582816874,63348584.448260255,1.1920930376163597e-7,0.7002106308937073
30,3,1500,16,0.0001,1,6,32659425916527596,202648.75709238564,1.1920930376163597e-7,0.010218161158263683
30,3,2000,16,0.001,1,0,32666358835766185,13329.760129718765,1.1920930376163597e-7,0.00005622193566523492
30,3,1500,128,1,1,8,3267698243681425,1384616.1598567977,1.1952720058161503e-7,0.000003881270913552726
30,3,2000,8,0.001,1,2,32725253914608854,1.1682083087200963,0.5046112537384033,0.5228404402732849
30,3,500,64,1,1,4,3282170689849483,35459296.54335315,1.364946626836172e-7,0.7045336961746216
30,3,250,128,0.00001,1,1,32826889263929815,63364096.44641108,1.1920930376163597e-7,0.70686274766922
30,3,500,32,0.1,1,3,32927235337476857,58372237.04148709,1.1920930376163597e-7,0.7059544920921326
30,3,250,64,0.01,1,2,3297927763690015,61631092.653001234,1.1920930376163597e-7,0.7118492722511292
30,3,250,64,0.001,1,0,3316169803912147,62823948.51080173,1.1920930376163597e-7,0.6975741386413574
30,3,2000,16,1,1,1,33189199147074744,1.3377346868844429,0.2095416635274887,0.21735353767871857
30,3,500,8,0.00001,1,1,3318984259437535,234.36049146728334,0.03154071792960167,0.6940436363220215
30,3,250,32,0.01,1,3,3322774147130144,61389592.68179027,1.1920930376163597e-7,0.7090230584144592
30,3,250,8,0.01,1,3,3337942255024443,2671.4174552226073,0.0027727074921131134,0.7001002430915833
30,3,500,8,1,1,3,3339466804258525,2.256478564562036,0.40460658073425293,0.7004619240760803
30,3,500,16,1,1,3,33403058496811344,5.363376990946413,0.20814447104930878,0.7040956020355225
30,3,1000,128,0.00001,1,5,3340586374093475,37675447.50873667,1.1920930376163597e-7,0.7065983414649963
30,3,500,32,0.1,1,5,3345593301759514,57119661.19080577,1.1920930376163597e-7,0.023410802707076073
30,3,1500,128,0.01,1,2,3352938676453129,9130072.911610495,1.1920930376163597e-7,0.4101828634738922
30,3,1500,32,1,1,2,33580329461021796,2.3073590111290736,0.0893515944480896,0.16517464816570282
30,3,1500,64,0.01,1,5,33609982982292574,9251164.897175206,1.1920930376163597e-7,0.35257500410079956
30,3,500,64,0.01,1,5,33617783813088964,62051548.60287897,1.1920930376163597e-7,0.7056382894515991
30,3,250,16,0.1,1,0,33769773221791954,58215477.06017434,1.1920930376163597e-7,0.6968305706977844
30,3,500,16,0.00001,1,1,33797902294826443,59137108.95030726,1.1920930376163597e-7,0.7007654905319214
30,3,500,128,0.001,1,3,33846398591873683,61989144.61031811,1.1920930376163597e-7,0.7002103924751282
30,3,1500,64,0.001,1,3,33865686244099247,9346760.885779275,1.1920930376163597e-7,0.5410086512565613
30,3,500,128,0.01,1,0,3387030454564596,57547889.13975702,1.1920930376163597e-7,0.703794002532959
30,3,500,64,1,1,8,33908661074827806,31079379.882018723,1.3005735866045143e-7,0.710521936416626
30,3,1000,16,0.01,1,1,33935201111620494,277237.1048802477,1.1920930376163597e-7,0.0007478587212972343
30,3,1000,32,0.1,1,6,3408017505232679,23577593.189331867,1.1920930376163597e-7,1.1920930376163597e-7
30,3,2000,32,0.00001,1,4,3408199626032583,164685.12056492976,1.1920930376163597e-7,0.0014919269597157836
30,3,2000,128,0.00001,1,8,3421302145708074,2367483.4677739777,1.1920930376163597e-7,0.05690702795982361
30,3,500,128,1,1,1,34320128611950007,41451323.05861723,1.1920930376163597e-7,0.7040503025054932
30,3,500,8,0.00001,1,8,3436210331140397,7.727112908789511,0.32440051436424255,0.6959149241447449
30,3,2000,128,0.001,1,4,3445804700520182,1433454.9541188532,1.1920930376163597e-7,0.06117115169763565
30,3,250,16,0.1,1,2,3447541261292508,59716052.88129176,1.1920930376163597e-7,0.7088245153427124
30,3,1500,16,0.0001,1,8,3451095481016837,3430.7533528069007,1.1920930376163597e-7,2.3685058181399654e-7
30,3,1500,128,0.00001,1,3,3466569864239908,11858586.010843238,1.1920930376163597e-7,0.42410075664520264
30,3,1000,64,0.0001,1,8,3477004479620671,41325755.0735861,1.1920930376163597e-7,0.7086732387542725
30,3,2000,8,0.1,1,2,34952374956295196,1.1303868425786276,0.3486613631248474,0.3542151153087616
30,3,2000,8,0.001,1,6,35034231491431267,1.5521482446621209,1.1920930376163597e-7,1.2419225470239326e-7
30,3,1000,128,0.00001,1,2,3514279571102621,42169314.97302592,1.1920930376163597e-7,0.7138291001319885
30,3,1000,128,1,1,4,351914529726824,8418568.64588559,1.1968614899160457e-7,0.01398736983537674
30,3,1000,128,0.1,1,2,3525160562734556,33649891.98862028,1.1920930376163597e-7,1.1920930376163597e-7
30,3,500,16,0.0001,1,7,3544834714724048,62085388.59884493,1.1920930376163597e-7,0.7058429718017578
30,3,2000,128,0.00001,1,7,35457835509113067,7265375.6338997325,1.1920930376163597e-7,0.23989418148994446
30,3,2000,16,0.1,1,8,3551103478509401,2.3342878441351322,1.1920930376163597e-7,1.1920930376163597e-7
30,3,500,32,1,1,1,35716402244038525,39.959815950116294,0.03695619851350784,0.7026116251945496
30,3,250,8,0.1,1,8,35736602197277356,86.81532008597415,0.055435121059417725,0.707861602306366
30,3,500,32,1,1,3,3579565907043728,37.31576014833136,0.03823346272110939,0.7093064188957214
30,3,500,8,0.01,1,0,3585000719378739,49718715.28392425,1.4567379480467935e-7,0.7012876272201538
30,3,2000,32,0.00001,1,3,35899664489493177,5239.688409905013,1.1920930376163597e-7,0.00004553915641736239
30,3,500,16,0.001,1,5,35989997821762854,62578588.54005092,1.1920930376163597e-7,0.7144139409065247
30,3,250,128,0.1,1,1,3599174968872241,62667636.529435575,1.1920930376163597e-7,0.7094886302947998
30,3,1500,16,0.0001,1,0,36121645588656315,92104.62228143915,1.1920930376163597e-7,0.008378084748983383
30,3,1500,128,0.01,1,0,36129074615298673,13489984.391868545,1.1920930376163597e-7,0.6916402578353882
30,3,2000,16,1,1,6,361531926903234,1.345533940121886,0.2377152144908905,0.2575989067554474
30,3,2000,32,0.001,1,2,3618282129201875,37372.03851365584,1.1920930376163597e-7,0.00039707912947051227
30,3,250,8,0.0001,1,1,36212184476614895,490.72252042747004,0.013863060623407364,0.6998522281646729
30,3,2000,16,0.00001,1,0,36269510093155555,45.258650152844176,1.1920930376163597e-7,4.151496000304178e-7
30,3,1500,16,0.0001,1,5,3630806017383711,3597.8692000068186,1.1920930376163597e-7,0.0000011613583410508
30,3,250,32,1,1,7,3633170414451331,38131792.16325855,1.2612345301477035e-7,0.7050449848175049
30,3,1500,8,0.001,1,4,36536679965460184,9785.735161574463,1.1920930376163597e-7,0.000007886445928306784
30,3,1500,64,0.001,1,6,3673389389234505,15312564.356428988,1.1920930376163597e-7,0.7050129771232605
30,3,2000,32,0.0001,1,4,36748816326316047,63934.42206592297,1.1920930376163597e-7,0.000025138115233858116
30,3,250,8,0.001,1,4,36862098341873883,94.86970169984588,0.06931483000516891,0.7148615121841431
30,3,2000,8,1,1,7,3691699827307241,1.2145049583088856,0.37122011184692383,0.3814737796783447
30,3,1000,8,0.1,1,8,3693463471144599,1.0328784487781641,0.6030381321907043,0.6019290685653687
30,3,1000,32,0.0001,1,6,3698699102411923,31196632.28107163,1.1920930376163597e-7,0.717440128326416
30,3,250,64,0.0001,1,2,3700975841836126,63272084.457379766,1.1920930376163597e-7,0.7043824791908264
30,3,250,8,0.01,1,6,3707804665432457,406.7504171332894,0.016635648906230927,0.6971903443336487
30,3,1000,8,0.0001,1,2,37102456267838935,15.252194922099406,1.1920930376163597e-7,1.193285186218418e-7
30,3,500,8,1,1,7,3721136312799853,2.44198633107131,0.37438246607780457,0.7023388147354126
30,3,2000,64,0.001,1,3,3722414488550342,4236529.9949662695,1.1920930376163597e-7,0.32633304595947266
30,3,500,32,0.0001,1,3,3724580006082657,61417760.67843238,1.1920930376163597e-7,0.7058802843093872
30,3,250,16,0.0001,1,6,3740833384988096,62860712.50641912,1.1920930376163597e-7,0.7066664099693298
30,3,1500,32,0.0001,1,3,37414260353065343,5568014.04743776,1.1920930376163597e-7,0.5811014771461487
30,3,500,32,0.00001,1,0,37581719304067784,60034388.84334316,1.1920930376163597e-7,0.7034122943878174
30,3,1000,128,0.1,1,7,3763098780357832,44803626.65899149,1.1920930376163597e-7,1.1923314957584807e-7
30,3,1000,32,0.1,1,2,37632619110456345,16500409.032997962,1.1920930376163597e-7,1.1920930376163597e-7
30,3,500,32,0.001,1,1,37661395163588685,58512865.024722934,1.1920930376163597e-7,0.6982913613319397
30,3,1000,128,1,1,1,3767429751965846,17788580.354094435,1.211762565844765e-7,0.14891701936721802
30,3,250,32,0.001,1,6,3775025196885564,63490256.43137164,1.1920930376163597e-7,0.7131693363189697
30,3,2000,8,0.001,1,1,37762535438463685,1.175203286310012,0.17883209884166718,0.1731482744216919
30,3,250,64,0.0001,1,6,37941291579338876,63853708.38804479,1.1920930376163597e-7,0.7039374113082886
30,3,1000,8,1,1,6,3815892415648948,1.5865052504741948,0.4749368727207184,0.6981528401374817
30,3,2000,16,0.01,1,3,3820969911074015,41679.45206267213,1.1920930376163597e-7,6.384474886544922e-7
30,3,250,64,0.01,1,3,3821082834925198,62835312.50944704,1.1920930376163597e-7,0.7019914388656616
30,3,500,64,0.00001,1,3,3827478970827456,61354520.68597118,1.1920930376163597e-7,0.7045892477035522
30,3,2000,8,0.00001,1,7,38343468171642203,4.642778743319642,1.1920930376163597e-7,1.4299173756171513e-7
30,3,2000,32,0.00001,1,2,3842064547736478,3266.266944615013,1.1920930376163597e-7,0.000007017616553639527
30,3,1000,16,0.00001,1,5,38481377462514543,1138886.3193774328,1.1920930376163597e-7,0.06401608884334564
30,3,2000,16,0.0001,1,3,3853079294876325,78141.20543458962,1.1920930376163597e-7,0.005241056438535452
30,3,1000,64,0.0001,1,7,3856808883150953,23821670.34858529,1.1920930376163597e-7,0.705960214138031
30,3,2000,128,0.001,1,7,3857859322120424,4624092.448765225,1.1920930376163597e-7,0.13147829473018646
30,3,250,64,1,1,0,3858681373223326,40487743.1734849,1.1920930376163597e-7,0.6990524530410767
30,3,1500,16,0.00001,1,8,3860425780343332,12496.211400960517,1.1920930376163597e-7,0.000014142496183922049
30,3,500,32,0.01,1,8,3864954151768344,60672028.76733056,1.1920930376163597e-7,0.7006242275238037
30,3,500,128,0.01,1,4,3890802883907236,56137789.30785402,1.1920930376163597e-7,0.7055701017379761
30,3,500,16,0.01,1,1,39093101025402277,55034857.439333744,1.1920930376163597e-7,0.7029552459716797
30,3,2000,128,0.1,1,7,39101003628010533,4675973.442580528,1.1920930376163597e-7,1.1920930376163597e-7
30,3,1000,8,1,1,0,3912779065449429,1.2444046520533227,0.5320292115211487,0.653884768486023
30,3,1500,32,0.0001,1,1,39137291602995516,377838.3299581611,1.1920930376163597e-7,0.03172975406050682
30,3,1000,32,1,1,4,39163357820056444,3.692908517712828,0.16900143027305603,0.6136323809623718
30,3,1500,32,0.00001,1,0,39253284921518317,466403.35065038793,1.1920930376163597e-7,0.042990636080503464
30,3,2000,8,1,1,2,39377147683193847,1.0170723658135596,0.6159089207649231,0.611615002155304
30,3,1500,64,0.1,1,1,3938810210026794,10063652.8003191,1.1920930376163597e-7,1.1920930376163597e-7
30,3,1500,32,0.00001,1,4,39532430984700917,517636.01779584587,1.1920930376163597e-7,0.05067478492856026
30,3,1500,64,0.0001,1,8,39585029751339507,6856136.182684877,1.1920930376163597e-7,0.5567879676818848
30,3,2000,8,0.001,1,0,3978974740178992,1.0413003590728556,0.5160481333732605,0.5159788131713867
30,3,250,32,0.1,1,2,39846132305584325,60854792.74554339,1.1920930376163597e-7,0.7005451917648315
30,3,250,64,1,1,7,39848113903584337,39140831.33404931,1.1920930376163597e-7,0.7251752614974976
30,3,1000,64,0.001,1,6,39923994154435005,40735899.143902406,1.1920930376163597e-7,0.7043856978416443
30,3,1000,64,0.00001,1,1,39933768759925203,45796038.54068678,1.1920930376163597e-7,0.6994807124137878
30,3,2000,64,0.001,1,4,39976074057724964,828328.4637555523,1.1920930376163597e-7,0.04140850529074669
30,3,250,64,0.00001,1,4,39979019880016076,62492788.55027907,1.1920930376163597e-7,0.7027586698532104
30,3,1500,8,0.0001,1,1,3999512048081607,25425.437333796825,1.1920930376163597e-7,0.000002048900569207035
30,3,250,16,0.00001,1,7,39997958434695946,60764616.75629321,1.1920930376163597e-7,0.7058283090591431
30,3,1000,64,0.001,1,5,4005562395139951,42698810.90990508,1.1920930376163597e-7,0.7017263770103455
30,3,2000,8,0.001,1,7,40103352515217183,4354.031707521473,1.1920930376163597e-7,7.717030143794545e-7
