train_size,hidden_size,weight_decay,seed,slug,maxRatio,minTrainLoss,minEvalLoss
1250,16,0.03,8,25053306239157136,30569.18971524361,1.1920930376163597e-7,1.1920930376163597e-7
1250,16,1,1,251423210042914,1.6265381551935985,0.19897741079330444,0.23567280173301697
2000,8,0.3,6,2518987713913283,1.0963514062103243,0.1746242791414261,0.17403054237365723
1250,12,0.3,7,2519942225933879,2.3238176275093436,1.1920930376163597e-7,1.2086631784313795e-7
2000,16,0.01,6,2524660823008721,30013.287869949007,1.1920930376163597e-7,0.0000021018788629589835
1750,4,0.01,1,254383934172303,2.0217724657758884,0.0800091102719307,0.08503780514001846
2000,20,1,4,2548713868211454,1.4039252881625854,0.15439476072788239,0.1597423106431961
1750,12,0.01,6,2557490921875373,14300.52430745424,1.1920928955078125e-7,1.4669899428554345e-7
1000,16,1,8,25578703001659064,2.107701337810127,0.3019085228443146,0.5471127033233643
1750,8,1,7,25650991469940243,1.2705116153622529,0.35388922691345215,0.3623371124267578
1250,20,0.3,8,25664209327339804,7.1866350556835,1.1920930376163597e-7,1.3469465898197086e-7
1500,20,0.3,5,25802838844537535,3.5057780660257336,1.1920930376163597e-7,1.2842420460401627e-7
1500,16,0.3,7,25896060146916944,1.8878780366500987,1.192887850720581e-7,1.31654815049842e-7
1250,16,0.1,8,2596496164957365,71856.93623483142,1.1920930376163597e-7,1.1920930376163597e-7
1000,12,0.3,7,25980130804814416,39.988636702069876,0.0001507121487520635,0.001404504757374525
1750,4,0.1,7,26471087512532687,1.1727408239057653,0.1810162216424942,0.17163024842739105
1500,12,0.1,3,2651219336238668,108983.72106167334,1.1920930376163597e-7,1.2447836184037442e-7
1000,4,0.03,0,26570209067184813,1.8653895583851285,0.5567397475242615,0.6945723295211792
2000,20,0.01,1,2665081494666792,4243.477010236277,1.1920930376163597e-7,2.3408070148889237e-7
1500,20,0.01,8,2678656528955178,29959.01010048269,1.1920930376163597e-7,0.000002270745653731865
1750,16,1,7,26809071266834017,1.3044509851853225,0.21484997868537903,0.22036024928092957
2000,16,0.1,7,26819962450710266,16.262509464339537,1.1920930376163597e-7,1.1920930376163597e-7
2000,16,0.01,3,2709343714130925,18623.114967451696,1.1920930376163597e-7,4.649919276289438e-7
1500,12,0.03,1,2711813542141176,22255.634065671675,1.1920930376163597e-7,1.1920930376163597e-7
2000,20,0.3,1,27314598231004805,1.598104332667448,1.1920930376163597e-7,1.2040140973113012e-7
1000,20,0.01,6,2734285535063148,2698609.3321455615,1.1920930376163597e-7,0.036032792180776596
1250,8,0.01,3,2736941032431979,58243.02430689045,1.1920930376163597e-7,0.0000038943849176575895
1500,16,0.3,6,27420293957261244,1.7860066578622253,1.192887850720581e-7,1.2027027196381823e-7
1500,20,0.3,0,2744997485335615,2.689779915848875,1.1920930376163597e-7,1.2247564029621572e-7
1250,12,0.3,0,27475157823573537,1.925396095035844,1.1954308831718663e-7,1.2732748189137055e-7
1250,12,0.3,6,2773491016438242,2.940012123090473,1.1954308831718663e-7,1.2571813101658336e-7
2000,20,1,0,278251652124743,1.4290410931141855,0.1278238445520401,0.13712233304977417
1000,20,0.1,3,27962790327750475,3847686.3982198085,1.1920930376163597e-7,1.2259485515642154e-7
1750,12,0.1,5,2803662736456577,1280.7252197265625,1.1920928955078125e-7,1.1920930376163597e-7
1500,12,0.3,6,28274709631233663,5.19226088838892,0.0001906735124066472,0.0008911695331335068
1750,4,0.3,0,28351784193397367,1.1042471390817141,0.26835277676582336,0.26835551857948303
1500,16,0.1,3,2840803768082869,5.429010720047705,1.1920930376163597e-7,1.1920930376163597e-7
1250,12,1,4,28547694824325287,1.598922097583142,0.31166449189186096,0.3389914333820343
1000,12,0.03,0,2892205242094429,49871.841268835735,1.1920930376163597e-7,1.196027028527169e-7
1750,16,1,4,29004346514044266,1.4545776729243547,0.21902768313884735,0.23624511063098907
1500,20,1,3,2902943847228159,1.7650377626553888,0.21747440099716187,0.3528626561164856
1500,12,0.01,6,29093902910134206,25005.80595058697,1.1920930376163597e-7,0.0000014125270126896794
2000,12,0.3,8,292207036924373,1.3756665555501948,0.0002803768729791045,0.0002909531176555902
1250,8,0.1,8,2923738863537335,1.0823318096636079,0.3388194143772125,0.34741663932800293
1750,12,0.01,5,29330692086796817,51049.3515625,1.1920928955078125e-7,0.0000010999445976267452
1000,8,0.3,2,2937495896961809,1.3396413011785044,0.4910714030265808,0.5659223198890686
1500,12,0.3,0,29412252836007424,1.7012776137819006,1.1924903731141967e-7,1.1974574931628013e-7
1750,12,0.03,5,29483684466774973,5.947817802429199,1.1920928955078125e-7,1.1959077994561085e-7
1000,4,0.1,3,2988808943284743,1.7333127989699775,0.5555655360221863,0.7050629258155823
2000,20,0.3,5,30045551951731364,2.209182941724467,1.1920930376163597e-7,1.205802107051568e-7
2000,4,0.1,0,30166441399046384,1.1057558730983994,0.42455288767814636,0.4347420930862427
1250,12,0.1,2,30292684288065597,68619.41096443075,1.1920930376163597e-7,1.1920930376163597e-7
1500,8,1,4,30329771853361465,1.2725620092666459,0.3692915737628937,0.3822248876094818
2000,8,0.03,0,30336518783075195,5.134564206270682,1.1920930376163597e-7,1.1920930376163597e-7
2000,20,0.01,6,303417404420538,6187.727648908718,1.1920930376163597e-7,6.8197164182493e-7
1250,12,0.03,6,3039298637126442,34154.361306777166,1.1920930376163597e-7,1.1920930376163597e-7
1000,16,0.03,0,30461675441451697,765781.1049392645,1.1920930376163597e-7,1.9877096235632052e-7
1250,20,0.1,5,30544788669567957,16537.402305862674,1.1920930376163597e-7,1.1959077994561085e-7
1750,20,0.03,3,30568064386390337,60451.97265625,1.1920928955078125e-7,1.1920930376163597e-7
1500,8,0.1,5,3064355409230064,4090.335854631526,1.1920930376163597e-7,1.2094976398202562e-7
1500,8,0.03,5,3065833221976063,89148.64452023379,1.1920930376163597e-7,1.196503802702864e-7
1500,4,0.1,5,3101547619772239,1.2299452658327623,0.5674307942390442,0.6223660707473755
1500,4,0.1,6,3108579408258044,1.1586025914384124,0.17144180834293365,0.17869670689105988
1000,4,1,1,3113103957635569,1.2635131641935828,0.5765410661697388,0.6952247619628906
1750,12,0.03,3,31146561085245417,1384.6950784114222,1.1920928955078125e-7,1.1924507248295413e-7
1500,12,0.3,8,3123487170809458,1.8024296799819763,0.000013188313459977508,0.000014579612070519943
1500,8,0.03,6,31359975579768096,1.558470946946752,1.1920930376163597e-7,1.1920930376163597e-7
1500,16,1,5,31504968410924117,1.4372705256267329,0.35681942105293274,0.45866164565086365
1250,20,0.1,8,3151666055085236,2155.8691277659977,1.1920930376163597e-7,1.1920930376163597e-7
1000,8,0.03,5,31566780351491963,2.086425381015745,1.1920930376163597e-7,1.1925699539006018e-7
1250,4,0.1,8,3168420599130324,1.2992704830888644,1.1920930376163597e-7,1.1920930376163597e-7
1750,12,0.1,4,31821668427991767,4.7090478434943135,1.1920928955078125e-7,1.1920930376163597e-7
1000,12,0.01,0,3200093699036167,10140.821477554488,1.1920930376163597e-7,1.9751810498291889e-7
1500,20,1,1,3205600692082815,1.8814211926155826,0.23773467540740967,0.3562591075897217
1500,8,0.01,5,32123014769145386,2.869014112359936,1.1920930376163597e-7,1.2398960791415448e-7
1500,4,1,6,32152604735848,1.0712735168262422,0.532322347164154,0.5513752698898315
1250,4,0.3,2,32184375697674883,1.670780246228961,0.5718177556991577,0.6941688060760498
1500,8,0.03,3,3220951641472989,3514.2498252094,1.1920930376163597e-7,1.2202265509131394e-7
1750,20,1,8,3221419786319415,1.5131995393250517,0.127924844622612,0.13168573379516602
1750,20,0.01,1,32269102230454927,5064.04248046875,1.1920928955078125e-7,0.00000102277408586815
1750,16,0.3,7,3229059821884299,1.8242922917201427,1.2149131123351253e-7,1.418591040192041e-7
1500,20,0.3,4,3229592826305363,2.171768127686345,1.1920930376163597e-7,1.2325051557127154e-7
2000,20,0.1,2,323359028271734,6.068404427957007,1.1920930376163597e-7,1.1920930376163597e-7
1250,20,1,7,325985447111673,2.012359115582904,0.14959508180618286,0.1849909871816635
1250,12,0.03,3,3265959347546671,27778.465438548872,1.1920930376163597e-7,1.1920930376163597e-7
1750,8,0.3,4,3266765541613822,1.147191971433509,0.6514929533004761,0.6964561343193054
2000,20,0.03,6,3267895387515777,241.61737409746615,1.1920930376163597e-7,1.1920930376163597e-7
2000,8,1,2,32829885106257006,1.0343808696134829,0.6828495860099792,0.693138837814331
1750,16,0.3,3,33036706467594257,1.8993490880137067,1.192433529695336e-7,1.238823159610547e-7
1750,20,1,2,33142837089044186,1.2635624024916672,0.2827516794204712,0.2883697748184204
1750,12,0.3,2,3331925645595799,1.5097403659949007,1.2043545893902774e-7,1.2453796216504998e-7
2000,12,1,5,33416304464720004,1.2292494882554885,0.25738945603370667,0.269614040851593
1500,8,0.3,8,33453211407459293,1.0843666613135152,0.3513714075088501,0.36079955101013184
2000,4,1,0,3363939546016861,1.0377182575117825,0.5845348238945007,0.5968916416168213
1500,8,0.03,2,33776635723663595,1.0763281035399495,0.4279029965400696,0.431414932012558
2000,8,0.3,4,3381119829248873,2.508051103013528,0.004193629138171673,0.009880883619189262
1250,4,0.3,4,3431640288901001,1.2953954641477217,0.6098973751068115,0.6953499913215637
1250,8,0.3,6,34353211056945676,1.4957899089214595,0.003041162621229887,0.003177067032083869
1500,16,0.01,7,3441808397563554,43301.429709912896,1.1920930376163597e-7,7.332388349823304e-7
2000,12,0.3,6,3445139639936863,1.3968335625648407,3.547371534295962e-7,3.7595043522742344e-7
2000,16,0.01,0,34488613769433285,3622.58941190369,1.1920930376163597e-7,2.0921315524446982e-7
1750,4,0.3,8,3448920924797406,1.1895212117935514,0.19791144132614136,0.18478411436080933
1750,16,0.01,6,3451185509744872,6122.3681640625,1.1920928955078125e-7,2.3257955206190672e-7
1500,8,1,3,3452407362617125,1.2459191052729852,0.5174540281295776,0.6289783120155334
1750,16,0.01,0,34640943858183404,9075.8740234375,1.1920928955078125e-7,0.0000017844234889707877
1250,4,0.01,6,34652757943180024,1.0406335556199797,0.5162560343742371,0.5248510837554932
2000,4,0.3,0,34970428999571657,1.0508275356852128,0.5107914209365845,0.5144226551055908
2000,8,0.01,1,3516678097673075,1174.9021020498938,1.1920930376163597e-7,1.4126331393526925e-7
1250,16,1,8,35251652313862714,1.2810736205202358,0.42061248421669006,0.49227821826934814
1000,4,0.3,2,3548574068400536,1.4071172479550433,0.14241869747638702,0.14110678434371948
2000,12,0.01,0,35543395803291866,7701.740292818511,1.1920930376163597e-7,1.699451246395256e-7
1500,8,1,0,35547797706478923,1.126887459883146,0.6550413370132446,0.6944940686225891
1250,12,0.3,2,3581672308095839,2.0793722878090817,1.1925698117920547e-7,1.250863306268002e-7
1500,12,0.01,7,36040872396715007,36822.74170413712,1.1920930376163597e-7,4.204110553018836e-7
1750,12,0.3,5,36153562232991543,4.943639009103808,1.1931147980703827e-7,1.32250846718307e-7
1750,8,0.1,8,36214932362031915,1.1178350896159202,0.6751754879951477,0.6942790150642395
1000,4,0.03,2,36453255061536183,5431.005037732026,1.1920930376163597e-7,1.1976959513049223e-7
1000,16,0.01,4,3658480285850413,42639014.91703332,1.1920930376163597e-7,0.7037737965583801
1500,16,0.03,0,3663063775304297,678.0133664228855,1.1920930376163597e-7,1.1920930376163597e-7
1500,4,0.03,8,3665186134378131,1.7369505802865575,0.5894138813018799,0.7000204920768738
1000,12,0.03,3,36814444547341896,176319.80205046522,1.1920930376163597e-7,1.2204648669467133e-7
1500,12,0.3,2,3716524321853424,1.9694402547888485,0.000031945761293172836,0.00003449727955739945
1500,12,0.01,5,3721820395474328,1236.8342031438108,1.1920930376163597e-7,1.7242470562450762e-7
1000,4,1,6,37365418796112304,1.0952850806318137,0.5651220679283142,0.6148443222045898
1500,12,0.03,7,37376759784048985,103657.83193110244,1.1920930376163597e-7,1.1997225612958573e-7
2000,16,0.3,2,3751044067754996,1.5531712048318922,1.1920930376163597e-7,1.192808412042723e-7
1750,8,0.3,7,3775185076386144,1.3370638434098023,0.0005833007744513452,0.0006076067802496254
1000,20,0.01,3,3797172635224444,1504698.1307210391,1.1920930376163597e-7,0.014111529104411602
2000,20,0.3,0,3801287924807335,92.07993397201615,1.1920930376163597e-7,1.2161733309312694e-7
1250,16,0.1,1,3801706013568571,55282.36375957308,1.1920930376163597e-7,1.200318564542613e-7
1250,4,1,1,3805008335408714,1.1141003032099788,0.5133249759674072,0.5220277309417725
1250,16,0.3,0,38205042711959003,2.9158964251268364,1.1954308831718663e-7,1.231789781286352e-7
1250,20,0.03,0,3842453314672746,194890.41426725217,1.1920930376163597e-7,1.289844675511631e-7
2000,12,0.03,2,3847636506721539,22.97467039018661,1.1920930376163597e-7,1.1920930376163597e-7
2000,16,0.03,0,38485245380219024,614.0065796367431,1.1920930376163597e-7,1.1920930376163597e-7
1000,4,0.03,7,3860677741141635,1.2356490933078124,0.08595036715269089,0.0894164890050888
1000,4,0.03,5,3870667761146829,1.7319067255278333,0.6079550385475159,0.7006374001502991
1500,12,0.1,4,38812505481682136,193.92764682473072,1.1920930376163597e-7,1.1920930376163597e-7
1250,4,0.01,8,38976544099888355,1.2572658266463623,0.08095970004796982,0.09024787694215775
1500,16,0.1,0,39006194270909067,8638.105393759732,1.1920930376163597e-7,1.1920930376163597e-7
1500,4,0.1,7,3930751037741318,1.1876512571604636,0.6455468535423279,0.6941972374916077
1500,16,1,7,3930826729846726,1.4404101405278187,0.308551549911499,0.41269081830978394
2000,4,0.1,2,39462718725041923,1.2004716039018177,1.249611756293234e-7,1.326442173876785e-7
1500,16,1,0,3948643733162629,1.584604915058097,0.2603614628314972,0.3412638008594513
1500,8,0.3,7,39586675905887314,1.7797606755554392,0.0010527301346883178,0.0011019933735951781
1750,4,0.3,6,3961449539334918,1.098388446022656,0.027506325393915176,0.028082702308893204
1250,20,0.03,1,3967189053600344,44.3338913519512,1.1920930376163597e-7,1.1920930376163597e-7
2000,20,0.01,5,3983317949313482,41669.46768886236,1.1920930376163597e-7,0.00003075641507166438
2000,20,0.03,8,398430665825358,35871.43322379193,1.1920930376163597e-7,1.1922122666874202e-7
1250,12,0.03,4,39937600020482544,104168.27258643137,1.1920930376163597e-7,1.1949541089961713e-7
1500,16,0.03,8,39960523463929565,360.71383112821616,1.1920930376163597e-7,1.1980534964095568e-7
1500,12,0.3,4,401366675055874,3.844693148299697,0.0012834144290536642,0.0026964801363646984
1000,12,0.01,4,4030809617659036,3875.5042237714,1.1920930376163597e-7,1.6710767170025065e-7
1250,16,0.01,5,4046229220136274,180269.9924779903,1.1920930376163597e-7,0.0010380033636465669
1250,20,0.03,6,4051304746856349,3318489.4911413933,1.1920930376163597e-7,1.692296223154699e-7
1500,8,0.01,3,40882999435356504,25.638804240369293,1.1920930376163597e-7,1.3308527968547423e-7
1500,8,1,8,4090248989519203,1.0156806451834275,0.6379609107971191,0.6472621560096741
1000,4,0.3,6,4103166078128484,1.358427206255713,0.18045750260353088,0.184709370136261
1250,8,0.3,0,41078069509902526,1.262331675479029,0.6244297027587891,0.6939772367477417
1000,16,1,5,4115483025940131,1.8019980186941087,0.38234055042266846,0.6798972487449646
1750,12,0.01,4,4119510468853409,446.5627594496643,1.1920928955078125e-7,1.4107261847584596e-7
1750,8,0.01,6,41251411629992096,26.74526366713203,1.1920928955078125e-7,1.213550717693579e-7
1500,16,0.01,3,4125720651801036,15887.454160755377,1.1920930376163597e-7,5.036186507823004e-7
1000,8,0.1,4,41299385203624217,2.2462018882616435,1.1920930376163597e-7,1.1920930376163597e-7
1000,8,0.3,0,41327674390473834,1.181565924242515,0.6374320983886719,0.6931560635566711
2000,16,0.03,7,4139040831075108,812.7095588791897,1.1920930376163597e-7,1.1922122666874202e-7
1250,12,1,5,41510417749332496,1.7037698287501888,0.4195980429649353,0.6569703221321106
2000,20,0.01,3,415910338497378,97661.38176044363,1.1920930376163597e-7,0.000027713762392522767
1000,12,0.3,5,4159303860178266,22.627499668064537,1.1926891829716624e-7,1.5889423821136006e-7
2000,20,0.3,7,41679700168284206,1.598089112847341,1.1920930376163597e-7,1.1956693413139874e-7
1750,12,0.3,7,4181856657477284,1.4532598119169657,0.000006458481038862374,0.000009245021828974131
1000,4,0.3,0,41880539046836796,1.4166980216587288,0.5976940989494324,0.6975343823432922
1750,12,0.01,7,4205693350305362,2278.473388671875,1.1920928955078125e-7,0.000001825315052883525
2000,16,0.1,2,4206838639620548,18.962225811233235,1.1920930376163597e-7,1.2075902589003817e-7
1750,20,0.03,7,42148757622638966,28678.796875,1.1920928955078125e-7,1.1944773348204762e-7
2000,8,0.01,2,422760806607836,1.54669677443867,0.08733666688203812,0.08678217232227325
1500,16,0.3,5,42311254829164113,1136.3592663249556,1.1924903731141967e-7,2.3476277988265792e-7
1250,12,0.01,1,42382080394666344,11486.922458777135,1.1920930376163597e-7,1.5128857455692923e-7
2000,4,1,2,4241735332377611,1.0220242428309203,0.5989962816238403,0.5975183248519897
1500,4,0.01,0,4263750772764777,1.7964571718003028,0.611691415309906,0.7003881931304932
1750,4,0.01,7,42657401207082324,1.0952590706171232,0.34102848172187805,0.3528119921684265
1250,4,0.1,5,4273818573990815,1.5929067395575227,1.1925698117920547e-7,1.3543369448143494e-7
1000,4,0.01,1,4276481073490852,2.5559201646935183,0.5215593576431274,0.6996439099311829
1250,16,0.1,4,4289269349379089,74.34974547031575,1.1920930376163597e-7,1.2276174743419688e-7
1250,20,0.03,5,42893612704565653,5880295.257120033,1.1920930376163597e-7,1.6103987832138955e-7
1500,12,0.1,7,4310031819603971,4190.840326022447,1.1920930376163597e-7,1.1920930376163597e-7
2000,8,0.1,1,43153936290938855,4418.1240386087275,1.1920930376163597e-7,1.1920930376163597e-7
1500,20,0.03,4,4329938053047019,58354.03991865636,1.1920930376163597e-7,1.2071134847246867e-7
1250,8,0.1,3,43316091648667143,3.3525286308411713,1.1920930376163597e-7,1.2104513302801934e-7
1500,12,1,2,43324168248001393,1.4497916283358863,0.35352545976638794,0.4036870002746582
1250,8,0.01,8,43366371731772746,1.1885737444668507,0.6016517281532288,0.6053947806358337
1500,8,0.1,2,4366159134270955,1.5594334546902582,0.6032159924507141,0.6941940188407898
1250,16,0.03,1,441155353339058,9140.40085014664,1.1920930376163597e-7,1.1922122666874202e-7
1000,20,0.1,0,44224941627336456,10812646.873635715,1.1920930376163597e-7,1.1922122666874202e-7
1750,4,0.01,6,44239199016666875,1.030858578040858,0.5121367573738098,0.5219398140907288
2000,12,0.1,6,44726645611030724,1.5096133628786141,0.08664360642433167,0.08276515454053879
1250,4,0.03,4,4497363871752771,1.3608070632081255,0.0848415419459343,0.08863744884729385
1000,12,1,3,4511265743118138,1.9208979917695708,0.39511606097221375,0.6996442675590515
1250,4,0.01,0,45217833560294995,1.682225215437688,0.08816862106323242,0.0922815278172493
1250,20,0.3,7,45228455839577675,39.45534880631279,1.1920930376163597e-7,2.6462419100425905e-7
1250,12,0.1,4,4539050399347717,20756.483138392872,1.1920930376163597e-7,1.1920930376163597e-7
2000,12,0.03,4,4548657304709277,222.28546044259443,1.1920930376163597e-7,1.1920930376163597e-7
1000,16,0.3,2,4554806095756453,1246.3125763832059,1.1926891829716624e-7,4.802685111826577e-7
1750,12,0.3,3,45611710147354445,1.5919367885281392,1.2442045260740997e-7,1.2781622160673578e-7
2000,8,1,7,457016457542485,1.2328927066893431,0.4701322019100189,0.5347921252250671
1000,4,0.1,5,45812821256027014,1.473768511952903,0.5692431926727295,0.7003375291824341
1750,16,0.1,2,4593832327263563,364.7735057409536,1.1920928955078125e-7,1.1920930376163597e-7
2000,16,0.01,4,46011003454086563,11.345330793222095,1.1920930376163597e-7,1.4323002517357963e-7
1250,16,0.1,0,46248660386317864,1848768.565633059,1.1930465859677497e-7,1.193761960394113e-7
1750,4,1,7,4628041443941654,1.0635789237303874,0.6411542892456055,0.6792171597480774
1250,20,0.03,4,4639708893683253,2316.7699874913706,1.1920930376163597e-7,1.1926891829716624e-7
1500,16,0.01,1,46605247455714316,20121.542523200213,1.1920930376163597e-7,0.0000033531280223542126
1250,4,0.03,1,46625282899407827,1.2218161352514803,0.10092243552207947,0.08428705483675003
1750,12,0.3,8,46654247219080036,1.4959977979110077,0.0007855680305510759,0.0008598382701165974
2000,16,0.3,4,46789124544576843,1.879331156047303,1.1920930376163597e-7,1.2016298001071846e-7
2000,16,0.03,2,470133669226087,7598.979074599853,1.1920930376163597e-7,1.1920930376163597e-7
1500,12,0.03,8,47180554393729246,4.390102339970786,1.1920930376163597e-7,1.1923314957584807e-7
1750,20,0.3,6,4718226792468495,7.244435113195336,1.1927741638828593e-7,1.3201241699789534e-7
2000,16,1,1,47269197719541756,1.364472359520421,0.20056772232055664,0.2150311917066574
1500,16,0.01,2,4755514523183505,75994.07924784548,1.1920930376163597e-7,0.00019854059792123735
1000,8,0.1,2,47564460744519577,1.2379568303829396,0.503233015537262,0.5139607191085815
2000,8,1,8,47582313676323784,1.0571268697816845,0.6764084100723267,0.6939976215362549
1000,20,0.03,7,4765587322792907,252655.5011311172,1.1920930376163597e-7,1.2810232874471694e-7
1750,4,0.03,5,4766272025008286,1.1741195354329805,0.26022735238075256,0.25993025302886963
1000,16,1,7,4777593057480687,1.9402861099135014,0.39063307642936707,0.7030232548713684
1000,16,0.01,3,4782395595097859,260863.53125689496,1.1920930376163597e-7,0.000006379382739396533
1000,8,0.3,4,4784725684014598,1.3309616875697445,0.008127626031637192,0.009006908163428307
2000,8,0.3,8,47941364840718026,1.0172840691583136,0.6107562780380249,0.608554482460022
2000,4,1,7,4795010875565312,1.0535472833433548,0.5516729950904846,0.5572459697723389
1000,20,0.1,4,47987562152443386,30309447.148493398,1.1920930376163597e-7,1.1920930376163597e-7
1500,12,0.03,3,4804649883853813,2218.515116391764,1.1920930376163597e-7,1.1924507248295413e-7
1750,20,0.01,6,4820422939827129,16587.314453125,1.1920928955078125e-7,1.7963691334443865e-7
1000,16,1,6,4820881189046242,2.432394604128844,0.30475130677223206,0.6324449777603149
1750,16,0.01,3,4823292211692608,682.111083984375,1.1920928955078125e-7,1.442075188151648e-7
1500,12,0.1,2,4842511416348475,3.447630481897961,1.1920930376163597e-7,1.2111665625980095e-7
1750,12,1,6,48431066814205914,1.331811644360812,0.25957897305488586,0.26850879192352295
1750,20,0.3,4,4845863304612815,2.3958526385861707,1.1920928955078125e-7,1.216531018144451e-7
1500,12,0.03,0,48493343282720724,2554.761658339303,1.1920930376163597e-7,1.1920930376163597e-7
2000,20,1,2,4852707477660927,1.2380667561539282,0.31309857964515686,0.3225303888320923
1000,4,0.03,3,4860706212323209,1.6490939751388523,0.08803021907806396,0.08930005133152008
1500,12,0.01,4,486086790892581,27890.54355018812,1.1920930376163597e-7,0.00028608861612156034
1000,8,0.3,5,4862742693359363,2.0414235057589125,0.0002697022573556751,0.00028587967972271144
1250,12,0.3,5,4863002349415727,2.945874144341977,0.000002980669705721084,0.000003543817456375109
1000,12,0.3,3,486893142533634,4.303406188754848,0.0000347869899997022,0.00004170975080342032
1750,16,0.01,7,48690450159956356,2262.5122940179003,1.1920928955078125e-7,1.8724270489656192e-7
1000,4,0.03,6,4871420129999172,1.0634400492072926,0.5157015919685364,0.5144538283348083
2000,12,1,2,4873367446054555,1.4462724946720158,0.3656871020793915,0.43367722630500793
1000,16,1,3,4891633562492509,1.9785962076019885,0.26177507638931274,0.4272182583808899
1500,20,0.3,3,4893563333910578,7.810945191254104,1.1924903731141967e-7,1.3492113737356703e-7
1250,16,1,5,4903800546393775,1.9219296939438553,0.2939198315143585,0.41802895069122314
1000,16,0.3,5,49050280458036977,44.43055205709603,0.0000023124259769247146,0.000007568633463961305
1750,8,0.3,2,49130513018044775,1.106046186757478,0.6678382754325867,0.6946508884429932
1000,20,0.03,4,49167177997872236,5720475.831766461,1.1920930376163597e-7,2.0717391180369304e-7
2000,8,0.03,3,49196810769070065,7.694700048976721,1.1920930376163597e-7,1.1920930376163597e-7
1750,8,0.1,0,49263111811912863,1.1210170892156088,0.6586737632751465,0.6931923627853394
2000,12,1,6,4937474696350882,1.25805298665641,0.2875562310218811,0.2991693913936615
1250,8,0.01,2,49443509841925615,3.049680284810447,0.4826086759567261,0.6931629776954651
2000,4,0.03,0,4945813602786332,1.605163730624565,0.6197342872619629,0.6954205632209778
1000,20,1,7,49703299110904686,2.475432171711856,0.18188033998012543,0.30907371640205383
1000,8,0.3,7,4972420500855459,1.7265771976841373,0.0009421200957149267,0.001098714186809957
1750,20,0.03,4,4980236739831,5969.392600403894,1.1920928955078125e-7,1.1948348799251107e-7
1000,8,1,3,49829023546170803,1.7272477251969376,0.4610077142715454,0.6975633502006531
1750,16,0.3,8,499779456634049,1.6659510309238383,1.193455290149359e-7,1.2044908714869962e-7
1500,12,0.03,4,4999840413435028,81.69188069743235,1.1920930376163597e-7,1.1920930376163597e-7
2000,8,0.03,7,5007679602287202,10704.118841157098,1.1920930376163597e-7,1.2091400947156217e-7
1250,16,0.3,3,501501887971943,10.693780662760838,1.1920930376163597e-7,1.3095144879571308e-7
1750,4,0.01,0,502728445499716,1.342354924263467,0.08991120010614395,0.09177280217409134
1750,4,1,2,5036892270469445,1.142771436748525,0.5404098033905029,0.5686560273170471
1000,20,1,5,5037448495909712,3.2807753020782835,0.28263020515441895,0.7042993903160095
2000,4,0.3,4,5037980828020869,1.092593569958928,0.17693381011486053,0.1871359944343567
2000,16,0.03,6,5055109821098793,58522.77036729212,1.1920930376163597e-7,1.210809017493375e-7
1000,12,1,8,5058644064634347,2.0706009023161247,0.4374452233314514,0.70641028881073
1000,12,0.1,4,5062881367197809,6.026524921455255,0.3110814392566681,0.7012872099876404
1500,16,1,6,5074080100984139,1.4576637703303545,0.21519671380519867,0.23739032447338104
1500,4,0.03,5,5075888106077474,1.4445213950996483,0.6139330267906189,0.69809490442276
2000,16,0.3,8,5087897320815318,1.3626094506129853,1.20550410542819e-7,1.254797155070264e-7
1250,8,0.03,4,5100408622554864,6352.33078571191,1.1920930376163597e-7,1.1920930376163597e-7
1250,12,0.01,5,5117393601665435,111160.35768184152,1.1920930376163597e-7,7.576821872135042e-7
1750,4,0.01,2,5120842810989156,1.767933975995039,0.16833585500717163,0.17413564026355743
1750,16,0.3,4,5126934193205864,1.562162383246089,1.1920928955078125e-7,1.2043716424159356e-7
1750,16,0.01,2,5128759267199947,15346.2236328125,1.1920928955078125e-7,5.299362442201527e-7
2000,16,0.03,4,5134066441845967,12501.118092429157,1.1920930376163597e-7,1.1920930376163597e-7
1250,20,1,8,5140167870115502,2.4514987164267596,0.26981645822525024,0.6126536726951599
1750,16,0.01,4,5145535570210199,95686.8046875,1.1920928955078125e-7,0.000010668205504771322
1750,20,0.1,2,5163293532728207,6.460507908473823,1.1920928955078125e-7,1.1920930376163597e-7
1500,16,0.1,5,5174022067406402,80376.26506956699,1.1920930376163597e-7,1.1920930376163597e-7
1250,20,0.01,6,5174096876665069,342597.0231302059,1.1920930376163597e-7,0.00011864904081448913
1250,8,0.03,8,5177950774260983,1.0211346174843228,0.6044243574142456,0.6065037846565247
1000,20,1,0,5196883100865504,2.222220213245227,0.2031496912240982,0.3513988256454468
1750,16,0.01,8,5197295699011784,18985.208877009467,1.1920928955078125e-7,0.000003102068831140059
1250,8,0.3,2,5204976847801556,1.178317123683652,0.348208487033844,0.35380125045776367
1500,20,0.01,7,5208852583562087,13.68289254725526,1.1920930376163597e-7,1.408104566280599e-7
2000,4,1,6,5231218309177789,1.0508041559544612,0.5790926814079285,0.5844700932502747
1250,16,0.03,5,5235124948125247,506.21408150028213,1.1920930376163597e-7,1.2036564100981195e-7
1750,20,0.03,1,5240242059496439,2497.2841796875,1.1920928955078125e-7,1.1924507248295413e-7
2000,4,0.03,4,5240820548540417,1.1978315965077333,0.17259377241134644,0.17550499737262726
