embed_size,hidden_size,learning_rate,weight_decay,seed,slug,maxRatio,minTrainLoss,minEvalLoss
16,32,0.003,0.3,37,0056255138981712305,768121.1387050798,0.2619382755698302,7815.731400658695
16,32,0.003,0.3,13,005978923904728761,176757.16154546713,1.1209678434035775,7818.242489964996
16,32,0.003,0.3,1,02730991549994699,969627525034.3202,4.561741584295596e-8,0.000003557568585336761
16,32,0.003,0.3,63,02961715488784744,1123266578494.125,4.2836399093005315e-8,7.766653698321207e-7
16,32,0.003,0.3,55,0310698471248263,366627.44118341675,0.5101204810205765,7815.507154542129
16,32,0.003,0.3,34,04788931424623266,1022638187905.0162,4.071735637405671e-8,6.875408453695562e-7
16,32,0.003,0.3,48,04827868265910373,836583501883.5309,1.0696895568318502e-7,7816.730136368564
16,32,0.003,0.3,59,12349032540960436,878916964071.8314,3.892315447592308e-8,8.549315028704604e-7
16,32,0.003,0.3,53,12752735127919979,17360350480.326813,0.000015245909532879378,7816.152213006408
16,32,0.003,0.3,6,13168663830602145,455647610016.4613,3.737355957924025e-8,4.651861397710864e-7
16,32,0.003,0.3,24,14775028616691088,814907982396.4749,3.999223663205706e-8,0.0000010786275146543886
16,32,0.003,0.3,29,1502058362034665,4036375.121988599,0.056922784358991,7821.357529965873
16,32,0.003,0.3,44,176863869488332,1260315.6802954788,0.177237630715252,7819.1171611848995
16,32,0.003,0.3,45,20549856978218084,823571069993.4572,4.6906971860139735e-8,0.00004152137675611513
16,32,0.003,0.3,5,23058313497854965,1004060342274.1353,3.9332544331127836e-8,6.958294667186828e-7
16,32,0.003,0.3,46,23192628101499668,1121763965684.894,3.72953379278678e-8,6.354968921651569e-7
16,32,0.003,0.3,32,2507549702591605,41136487.173472196,0.005819535237097924,7819.261173022134
16,32,0.003,0.3,36,2533577122150088,998542804926.2736,7.233649390130348e-8,7819.340924024686
16,32,0.003,0.3,22,280796698217714,65637461.23613005,0.0035116946526816974,7817.615354065852
16,32,0.003,0.3,3,2817839746549473,861387381974.2684,4.56247499760997e-8,0.000010100034463193006
16,32,0.003,0.3,15,2828992647117997,469827305493.8117,4.4278509968061205e-8,2.749202691476032e-7
16,32,0.003,0.3,52,2964511552933933,808516380283.4927,3.838604833865374e-8,8.721030158993742e-7
16,32,0.003,0.3,19,30236463628901644,3884085.541077083,0.05622428256438468,7821.152708948688
16,32,0.003,0.3,62,3065893639309748,1084179990437.6542,1.1800511344581155e-7,7817.539413052733
16,32,0.003,0.3,18,31676879490235665,928482818530.4441,3.908901002741828e-8,0.000004700625043124782
16,32,0.003,0.3,14,33933398793041725,1032257151182.7041,3.9003889894294227e-8,0.0000010101998534300453
16,32,0.003,0.3,56,3475880287659626,1076888643096.6407,3.7875656609793786e-8,0.000002071454002840389
16,32,0.003,0.3,38,3578074176404633,595318778104.5267,3.611307186504636e-8,4.457240164241414e-7
16,32,0.003,0.3,35,3676618199537872,824770048100.438,3.935849823697751e-8,0.000002011073627924244
16,32,0.003,0.3,17,3822205203577358,973732484192.9398,4.428292665732644e-8,4.0893742354218783e-7
16,32,0.003,0.3,58,38812420915455215,1007268172382.8059,1.367395037033584e-7,7817.753321435255
16,32,0.003,0.3,57,38898251875558343,243724943411.75507,4.8446974430310236e-8,4.781431565722709e-7
16,32,0.003,0.3,20,4034669510556309,759817003707.8057,1.1138620358361813e-7,7817.684093854874
16,32,0.003,0.3,7,4052012622980925,280194.0479396272,0.5994445849791445,7816.785395546114
16,32,0.003,0.3,27,4166633692710865,898371528874.7788,4.1432250739941166e-8,7.725315799227241e-7
