embed_size,hidden_size,learning_rate,weight_decay,seed,slug,maxRatio,minTrainLoss,minEvalLoss
16,256,0.003,1,6,1087413434370702,58504531497.75856,1.945155896100957e-7,0.0000012826768328006543
16,512,0.001,3,3,10880148498450715,187.34827892112003,51.85804805215716,7823.023594624019
128,1024,0.01,0.1,7,10883869192598039,2640017559383.782,8.488874936272332e-9,5.1616028117138396e-8
16,256,0.001,3,5,10883897550619881,10.4280428045891,2.024142603621562,6.372071488849267
16,64,0.0001,3,0,10886380853069866,3.566904439980789,1349.8626431236185,4191.566042646699
128,1024,0.001,0.03,8,1092749151408734,11103190451984.236,4.647164431035232e-9,7950.223561672963
16,512,0.001,0.3,8,10929120385692992,1234323480817.3027,3.1642599873008095e-8,1.793768136136238e-7
64,128,0.0001,0.03,2,1096361413863276,16722153258742.994,5.384959145241906e-9,7841.154664966685
128,128,0.003,0.1,7,10976880336761019,3588430963014.3555,8.789160732495357e-9,5.843902472900778e-8
16,64,0.0001,3,4,11000505740672417,3.051738400140873,1303.6924146421097,3448.0947178160495
64,64,0.001,0.3,7,11001103789590116,1323849146157.4758,2.9219948904308954e-8,1.56654227797461e-7
16,512,0.003,0.3,7,11005577502810548,890145172116.2244,3.4529850311617536e-8,1.736894130644182e-7
16,64,0.01,0.03,7,11007005760950495,23791611665023.32,2.9469062745529918e-9,1.530321602758874e-8
64,128,0.0001,0.1,6,11009689774190456,4727547439753.632,1.895754442293086e-8,7829.3123202483575
128,128,0.003,0.03,6,11035666056569615,14104656955533.045,3.0281326335240395e-9,0.016319601198320034
8,1024,0.0003,0.3,7,11040656291314266,1039634896473.3774,7.420328551210688e-8,7813.924341138765
64,1024,0.0001,1,1,11063240742004443,191629473955.15137,1.2481529164774218e-7,0.000002070015050895025
128,512,0.0001,0.3,2,11088499996438295,922324995191.571,5.512180600666772e-8,7867.767249933061
16,128,0.01,3,5,11093257147992985,6.90670816248363,45.259058435217355,139.08998063510222
16,1024,0.01,0.03,6,11132306197043751,21493344862828.547,2.4913981988520033e-9,2.8952187091755655e-8
128,64,0.01,3,4,11150782284479654,11301.96006808683,8.863863437870325e-7,0.00001785141379628591
64,64,0.01,0.3,4,11162330929341024,1047291487248.5643,2.8541116580665177e-8,1.5389302631108688e-7
16,64,0.001,0.3,7,11174320638028101,1211378078375.3237,3.329183528774902e-8,3.217334322621791e-7
64,1024,0.01,0.3,8,11213010044265681,58671914631.12327,2.878297244937296e-8,2.5132495304636137e-7
16,256,0.0001,1,8,11222438395240408,80543790071.03928,8.006982928066877e-7,7818.177463597036
128,256,0.001,3,0,11239530457391089,16036704992.014614,6.574134076590127e-7,0.000029160873826129472
128,256,0.003,0.1,0,11241739230219783,3131337650136.907,8.873801027267936e-9,8.126391803446585e-8
64,1024,0.001,3,7,1124226677703094,11313560070.998129,8.30193886517161e-7,0.000037921241614776795
16,128,0.0003,0.3,4,11256048855558565,1314914096278.018,7.419779168472531e-8,7813.890456335879
16,128,0.01,0.03,5,11260592324252372,19201398808460.625,2.5230659783617174e-9,1.5745273529332234e-8
32,1024,0.003,0.1,0,11284586817376618,4366934291306.783,8.276097362936017e-9,5.010811476763528e-8
8,64,0.01,0.1,6,1131833454296497,2284820825.5328517,1.0077753964596298e-8,4.1578752218319246e-8
8,128,0.01,0.3,7,11322310037072203,1022695152.7776992,4.0709144720793086e-8,1.8021576652128515e-7
128,128,0.01,0.3,2,11323763276680665,636622553008.2953,2.6844267919181613e-8,1.5487734938064283e-7
128,512,0.0003,0.03,2,11362168342268342,11250113341873.404,4.9803361434745155e-9,7871.129218832654
16,128,0.01,0.03,0,11368432993242195,19556384945456.035,2.4473438831011327e-9,1.4497516742569148e-8
16,256,0.001,1,0,11376839721432686,52505328247.5406,2.3121704503018037e-7,0.0000020114918964728904
32,256,0.001,1,0,11387241548832949,129977956193.546,1.4961056081444187e-7,0.0000016652697846738052
16,512,0.0001,3,5,1138901630033401,71.30904676229152,192.58809686664108,7813.936413641006
128,256,0.01,1,6,11423608936341001,2560159.8087877254,1.193436094301591e-7,0.0000013408879241042979
128,256,0.0003,1,7,11453058421606899,187504682549.82245,1.20744080280236e-7,0.000002132134499690942
8,64,0.001,1,7,11487934598174543,63.16651107921533,0.026999106135360884,0.18819078421995905
16,1024,0.0001,0.3,4,11493838963597391,1798531664344.835,4.4742406001041025e-8,7815.907986759906
128,64,0.0003,3,2,11503486046306288,7154276253.667334,9.610114162672157e-7,0.000020216356640977653
64,64,0.003,0.03,6,11510407406675915,19195378520064.543,3.365929979172872e-9,81.74081831982663
64,512,0.0003,3,5,11530942390457188,9636288221.641394,9.901813198579797e-7,0.00002811788326007187
64,64,0.001,0.03,5,11561104416717227,19850754260041.58,5.537378999755989e-9,7837.605019889692
8,512,0.003,0.03,0,11581763680604029,16411155263501.467,3.5064229297809047e-9,1.1572157898558165e-8
32,512,0.01,0.1,6,11603758983528845,2959804853499.3955,8.757835345768198e-9,8.304429832304342e-8
128,64,0.0003,3,1,1160381222157979,6965559094.648887,8.970861128411114e-7,0.00001550315891666759
64,512,0.001,0.3,2,11617715363751158,912312566400.4507,2.9477537965553757e-8,2.93431710890864e-7
128,64,0.0001,0.3,6,11617970105369058,1447399208558.1184,6.54422820351314e-8,7861.715899541797
128,64,0.001,0.3,7,11655687627730349,1291267039252.6025,2.86039798507939e-8,2.8447084347969074e-7
32,1024,0.0001,0.03,8,11657343366917838,21761258907450.26,3.170775419996409e-9,7827.954976680943
16,128,0.01,0.1,7,11671103671519689,4589338135512.988,9.38099753427897e-9,4.050224489072354e-8
32,1024,0.003,0.1,4,1167303899108234,4152505848984.294,8.444370980196474e-9,5.5876830494616806e-8
8,1024,0.001,3,6,11674198337039021,4.395553362495639,26.54871023051593,76.17454617564556
16,128,0.0001,0.03,6,11683480725293638,24983035882234.758,5.864553065368393e-9,7816.456554958091
16,256,0.0001,3,5,11687102239625702,12.480045406577528,921.205213986873,7817.56847484812
16,512,0.0003,3,2,11718334128202779,77.05411134925718,173.00590912181485,7814.707722017653
32,1024,0.0001,3,4,11727874106436087,3155065975.2424493,0.000011455387254816486,7824.352083871048
64,1024,0.003,0.03,0,11746097895623397,14925025509778.164,2.6652564599724746e-9,2.5151740689828336e-8
128,256,0.0003,0.03,6,1176603098193012,12228639182638.816,5.27525467751105e-9,7878.428072315132
32,512,0.003,0.3,2,11771544783668819,791971330996.6218,3.023051209301417e-8,3.4270625531503643e-7
16,512,0.0001,0.3,2,1178082156868,1518341647995.3088,5.7559690789235304e-8,7820.745641453799
64,256,0.001,0.1,5,1179293755307892,3647284832670.658,9.114020427188389e-9,1.9195764617045836e-7
8,256,0.001,0.3,4,11792960076847203,22608568.513426807,4.296365307814646e-8,1.5938007179945265e-7
8,256,0.001,0.03,8,11811118309091928,23958924593696.75,6.39987596248318e-9,7814.432625771884
128,1024,0.003,0.3,1,11824738855055184,681006967235.8214,2.7327554663143238e-8,1.4190621899084527e-7
128,64,0.0001,0.3,4,11840900412317779,1470795486905.3293,6.481459590987161e-8,7872.778059072944
32,256,0.0003,0.03,2,11842269996559451,17506750008280.248,4.509635331815591e-9,7823.81307484464
16,512,0.0001,0.03,1,11862068718691277,23922287707824.688,3.7233489624714344e-9,7814.333384745295
64,128,0.0003,0.1,2,11874501281306493,4364430648865.415,1.8324842976160787e-8,7836.2146550377565
64,512,0.01,0.03,2,11889586521925921,13413359045305.418,2.3515698277484676e-9,1.3885880001319572e-8
8,256,0.003,1,5,11897371227623743,1560.4551243538679,7.861261412920623e-7,0.000006480752297161001
64,128,0.001,0.3,8,11920884595102987,1027520251629.5017,2.9761991315294415e-8,2.9493935756286034e-7
16,128,0.0003,0.1,6,11927432328446996,5490604151036.943,1.75258276777753e-8,7814.474197870202
128,64,0.003,0.03,0,11929016460932917,18120680044748.824,2.70932187795179e-9,0.00007393070830465892
128,1024,0.001,0.3,2,11957297222458729,813559132795.0569,2.8567307630034404e-8,2.4627194924849254e-7
32,64,0.003,3,0,11963682750384175,11.94350176549174,1.374181209444196,5.937415579114478
64,512,0.0001,0.1,4,11988060380719812,4188695712284.603,1.5288098342691437e-8,7830.191014432334
64,256,0.0003,0.03,2,1199386847848547,14557927183451.691,4.866463010329758e-9,7840.864774756194
64,128,0.0001,1,1,12000408259795825,196514958754.5902,1.382091940765975e-7,0.000001327778076654936
32,512,0.001,0.1,1,12004817675378521,4465775038004.007,9.089951902241797e-9,7.949298463574106e-8
64,1024,0.001,0.03,0,1208307495548413,14090095916747.66,3.889039534845303e-9,7855.5847830388575
128,64,0.001,0.3,4,12089523811672953,1316330336114.277,3.074428156433312e-8,4.889533779937231e-7
32,64,0.003,0.1,4,12104499573585059,5523620134135.522,9.400877409798087e-9,4.2672576138581973e-8
32,128,0.01,0.3,2,12105387913271703,161683919167.3163,3.003502135830221e-8,2.466624770823052e-7
64,128,0.003,0.03,4,12166795689701426,15240267235624.854,2.565919032799232e-9,6.085720660070485e-8
16,256,0.0003,3,2,12225888270469931,13.64373631963392,2.0058030804044393,8.347364746362427
32,256,0.003,0.03,0,12240803773757969,16664835093958.436,2.6166275812708342e-9,2.3705532203569467e-8
32,512,0.001,1,4,12253962576101518,127768721748.36845,1.4577573369262573e-7,0.00000220621967038327
128,512,0.0003,1,4,12280593249375871,175936537809.55624,1.1259371900679751e-7,0.0000014024412810257816
64,128,0.01,1,3,12315540518230206,5766255.677065996,1.2750462040679448e-7,0.0000014191467289178769
8,512,0.0003,0.1,2,12335695082913056,5918581774885.441,1.951434724894747e-8,7810.696933473921
32,128,0.001,1,0,12341446877990725,134078307508.16524,1.6582721349811837e-7,0.0000030886399379969407
128,64,0.001,3,5,12348449453891774,7585229426.727072,9.21733601530273e-7,0.000035248697729808865
16,64,0.001,0.3,3,12356404996607573,1151034515269.01,3.473304088703854e-8,1.8671598443519982e-7
8,64,0.01,3,7,12359314149007283,2.9399340359415826,1903.673744179705,4629.665498909306
128,128,0.0003,0.3,8,1236909780013199,1118834594703.5623,3.107739288059727e-8,0.0000078948607582451
64,128,0.0001,0.1,7,12388626525327673,4532509435829.212,1.9162221142941784e-8,7832.085042816292
64,64,0.01,1,0,12401105280224023,19296150.55738075,1.482058062792386e-7,0.0000028382281424268335
128,128,0.001,0.03,2,12439830297983456,13929500783399.535,5.168644179304206e-9,7874.6286714399575
128,128,0.001,0.03,8,12453172032717585,13862632321232.113,5.073266029482235e-9,7878.108952180256
32,1024,0.001,0.3,1,124608080161273,1154558992270.082,2.9621539442964632e-8,2.9053584490293047e-7
8,64,0.0003,0.1,1,12461095912819642,4531146930855.572,9.61002966081707e-9,0.0000012540362128248742
128,512,0.001,0.1,8,12509904062398436,2922171349531.978,8.877088175597281e-9,8.147913032656962e-8
32,128,0.0003,0.3,3,12543792647785845,1289927228765.69,3.5183766565928306e-8,0.008143592865447628
128,1024,0.01,3,6,12546143282498223,3055.4341455386743,5.224934527712738e-7,0.000008893767635524157
8,256,0.001,0.03,0,12569845528500734,17191820848157.764,5.284968018747313e-9,7812.251962915741
128,1024,0.01,0.3,7,12621431073638956,425567196196.0608,2.7679904368093675e-8,1.7751892266075722e-7
64,256,0.001,0.3,7,12645210485884906,956437486233.1852,2.745132521248918e-8,1.865984080436551e-7
8,128,0.003,0.1,0,12650964360717754,3585178080835.0386,1.145637895652493e-8,3.8784194300126604e-8
8,64,0.01,1,5,1265281413023963,4.257143002744937,0.0006306453153939947,0.002315633155981092
64,1024,0.003,1,8,12670281648641457,42905260385.10821,1.1708154422865607e-7,9.855523999852985e-7
16,64,0.01,0.3,2,12709051353025191,1092309505886.1871,3.427729477955472e-8,1.7246173288248914e-7
128,64,0.001,1,0,12711887851054038,241022018537.2149,1.1911038199207833e-7,0.0000012481438143964757
64,256,0.003,0.03,2,12726894541944778,14070223149341.756,2.6275752684719827e-9,2.842377555486749e-8
32,512,0.0003,3,6,12728069201962744,242937309.0860842,0.000133492999255241,7816.99322800194
8,128,0.0001,0.1,4,12733186424233478,351357351050.71924,1.2570958940291991e-8,1.3660815608022502e-7
8,128,0.001,0.1,4,1273440774703435,1458799065620.8835,1.1702924851328004e-8,6.234690097319008e-8
128,128,0.0003,0.1,2,12749584809062564,3872504450708.655,1.770126112335224e-8,7869.677386283449
16,1024,0.0001,0.1,1,12757980620816067,7548306934876.023,1.1054822834838437e-8,7816.4643945868675
16,128,0.001,0.1,1,12778705191775874,4140249884783.9756,9.478162699079437e-9,4.68559213642342e-8
16,512,0.01,0.3,3,127826788633024,560249671082.7366,3.1212948003385034e-8,3.154459004705658e-7
8,128,0.001,0.03,3,12792713818682888,7953574120844.923,3.5016201049760127e-9,1.3440317969613643e-8
64,128,0.01,1,7,12797655963695442,1804650.8401545803,1.2914190671313137e-7,0.0000013763405889645881
16,512,0.001,0.03,4,12817375129460806,23874844104515.977,3.696213113348597e-9,7824.116161970762
16,256,0.01,0.1,7,12840856188640448,2961930080811.658,9.206324369460033e-9,4.867941538671063e-8
8,128,0.0001,3,5,12879867102395715,2.6372216105424875,1623.3452930133978,3962.7591616409463
64,128,0.001,3,0,128878568551416,749656661.1478126,0.0000018494628372837633,0.00010263208548273495
8,512,0.0003,3,7,12904616398983593,3.0482488719965293,358.5448617841622,946.7371482412109
8,256,0.0003,0.3,1,12906927324757178,848962927926.6907,1.4650252476285796e-7,7814.93295923966
64,1024,0.001,3,2,12935713011192707,12399681544.650854,8.68007861768953e-7,0.00003433199529307729
64,128,0.0001,1,5,1293843176606514,197905446624.29663,2.9597682810220497e-7,7834.7935792015205
8,128,0.003,3,6,13026172183273999,2.7168654974630564,1605.0174566444948,3992.664286534892
64,512,0.01,0.3,7,13063008453334768,410570016377.96735,2.7903939380838844e-8,2.3504274479660544e-7
64,1024,0.0001,0.3,0,1306993032976197,1182463635458.8572,4.6186421130768916e-8,7838.259346997837
16,256,0.001,1,6,13137526157709112,76360266500.94696,6.675612335546989e-7,7819.911487060521
8,512,0.001,3,2,13150568761953485,3.368051841554332,224.62935997664567,562.7432809893699
64,1024,0.01,0.3,5,13233771729966004,458890692531.53265,2.7914755839686995e-8,1.784890219950394e-7
128,512,0.001,0.03,5,13276638272030272,10949289308998.635,3.3756384354356e-9,98.61781229264523
128,64,0.0003,1,1,13296058950443235,259799842846.97125,1.2009371029917894e-7,7.632261504157033e-7
64,512,0.0003,0.03,2,133003844529618,14094379305594.697,4.3770160829008204e-9,7844.30483454103
16,1024,0.0001,1,8,13308339920935508,104939609316.64536,5.190256753772799e-7,7818.992603492852
16,256,0.01,3,2,13328364890047095,13.597831893964063,0.8879713992576939,3.601911071941367
128,512,0.001,3,5,13375087011026354,9792174372.636402,5.963318418970853e-7,0.00002147038604999824
64,512,0.001,3,8,13387540421147281,7498559629.804111,8.822920256107863e-7,0.00002611960054301122
64,64,0.01,0.1,4,13392351152414228,4385124568165.75,8.532055062410303e-9,4.031106293146551e-8
128,1024,0.0003,0.3,6,13404219312692112,836075135398.5162,2.8132771223192706e-8,2.480839997622966e-7
128,64,0.01,0.03,1,13448829971585796,17992689806069.33,2.6468180980234908e-9,4.045458501197091e-8
32,512,0.003,0.1,3,13475760977806128,4054927665317.72,8.728961109434125e-9,5.229228450150215e-8
64,1024,0.01,0.3,6,13505279359111122,507234951231.037,2.715519919990805e-8,1.6639150856164895e-7
128,1024,0.01,0.3,3,1351393995767366,215144491767.26425,2.6219692638831435e-8,1.6289371472971065e-7
32,64,0.001,1,7,1351928272650198,108282063349.78307,1.7698532170988544e-7,0.000002414486510849556
64,512,0.0003,0.1,8,1352393140165814,3829380140289.3003,1.5241176987003554e-8,7835.699769679501
64,64,0.003,0.3,5,13529069320087872,1119697170411.0679,3.0938957617400515e-8,2.379714807089565e-7
32,64,0.01,0.1,6,13534980914062156,4551746516692.578,9.758139407552141e-9,1.5434778518957014e-7
16,1024,0.003,0.03,7,1358436785933781,26057537781360.28,3.209834398269935e-9,7836.425363040253
32,512,0.003,1,2,1362806845540766,117986632204.77032,1.4325387919019723e-7,0.0000021320696825768585
8,256,0.001,1,4,1364192379658874,21.17415481900314,4.88221775730699e-7,0.000003284405097682726
128,512,0.0003,0.1,5,13694931184006842,3080893023897.4546,1.6036480365694576e-8,7870.279395398466
16,512,0.0003,0.1,1,1377420634373383,5871784353304.994,1.3272704046820013e-8,7821.797226323801
64,64,0.0001,0.3,3,13811040023567933,1522230059545.1133,6.797798301741814e-8,7836.1272733423075
128,1024,0.003,3,5,1381583906715479,63872.40754942513,5.179602580672564e-7,0.000007421815588999943
32,1024,0.01,1,4,13823943726207755,267704.04155963653,1.322944773617279e-7,0.0000011668121243567357
8,128,0.003,1,6,1384652231070863,167.63397193953583,0.0000024128445011827774,0.000018107411903818848
16,128,0.0003,1,6,13847209095309987,50662354806.20707,0.0000016104589877434875,7815.6633133661935
64,128,0.001,3,3,13847301666192424,351417300.83177346,0.0000015910107900909113,0.00002820776393899102
64,256,0.0001,3,4,13876536551807384,5220967493.210953,0.0000069586350262878256,7839.850625421404
64,512,0.003,0.1,3,13880170543912096,3402076590750.781,8.917317995076037e-9,4.422525323662684e-8
64,512,0.003,0.3,4,1391299396508605,768356933969.4275,2.8380563010275136e-8,2.1061190167778694e-7
8,64,0.003,0.3,6,13919734503733538,1329.9976816308304,4.89856706292787e-8,2.445679041255431e-7
16,1024,0.0003,0.1,2,13948309794783154,7575640638906.803,1.0870834232710995e-8,7818.268084902382
64,128,0.01,0.03,6,13954319812366633,14992545875472.236,2.485693872951286e-9,1.7822117337310106e-8
64,128,0.01,0.1,4,13978404299740277,3275469181529.105,8.836575027208354e-9,5.3842787116553444e-8
16,1024,0.003,3,1,13984351106456705,39.408657953583564,0.000009740897819642458,0.00007847857037547785
64,512,0.0001,3,8,13993866337062777,8989654662.455177,0.0000016023668921928352,0.030926608569962006
32,128,0.0003,1,0,14020271854141542,136800413947.2476,1.5643618132615094e-7,0.0000019233677824446435
128,256,0.0003,1,1,14095162182915477,190088891673.15234,1.0662299686871191e-7,7.95521161146394e-7
128,1024,0.01,0.1,8,1410273063907589,2609209302122.327,8.351552782625404e-9,8.652594662553705e-8
8,128,0.01,0.1,3,14106919443693888,115059691170.63654,9.794656863270382e-9,3.764603317924168e-8
128,64,0.001,1,2,14142058242518674,206481467215.1882,1.1577479862748486e-7,0.000001376637767984975
16,128,0.0001,0.03,7,14149714507049727,24535976782901.906,5.817354153922327e-9,7815.654034609361
32,256,0.0001,1,8,14183465503825043,146348316364.49158,2.1433127447481052e-7,6.117644804703014
64,512,0.0003,3,4,14204323235721295,9731703029.469559,8.965652699504281e-7,0.000023844071947200297
8,64,0.003,1,1,1421493001008044,29.185580548025072,0.00002470622591136768,0.00019522122135868397
64,512,0.01,0.3,0,14223362897571568,575216274900.6088,2.858287784182629e-8,3.0854869943192766e-7
16,128,0.003,1,3,1425404706211565,488527670.84675914,2.3881494800070236e-7,0.0000030006891071215275
32,256,0.01,1,6,14265641226340753,32021694.57745331,1.500357586913061e-7,0.000002277686716284138
128,128,0.0003,3,0,1428116427062852,14103814973.22259,7.463082517249792e-7,0.000016459531458310834
8,64,0.001,0.3,1,14283602611707102,741.4493100950069,115.30341209788745,7810.369657509334
128,128,0.01,3,2,1429863914067736,1037.9080541968558,7.424544844209521e-7,0.000014401468940804428
64,64,0.003,0.03,0,1430019408655684,18634910683720.11,4.5285204475078146e-9,7842.183503744514
8,512,0.01,0.1,3,14321807577058476,2670329604802.985,2.4257283514777813e-8,7831.0345568614985
32,64,0.0001,0.1,4,14336547171619696,6575302814556.758,2.2202724991530013e-8,7818.26796877215
8,64,0.003,1,3,1437215370259325,15.158479559993776,0.000011074827650235201,0.00014174244800378916
64,128,0.0001,0.1,1,14373453293715266,4677412919483.425,1.8988498106989884e-8,7846.164007096824
32,64,0.001,0.3,4,14380804556149396,1304622400633.2566,2.9890806718038985e-8,2.36582627232032e-7
32,512,0.01,3,7,1443467448423278,332.1782704715907,0.0000022052646356060525,0.000020049190768991652
128,512,0.0001,0.03,7,1444071676885792,12029150933949.402,4.935499120491372e-9,7868.095166295969
128,256,0.003,3,3,14470527069397998,495247.23971175204,6.587042837279373e-7,0.000026821532515260433
128,512,0.0003,3,5,144715479215756,20243422877.86441,6.255776487640454e-7,0.00002711855756177199
16,512,0.001,1,6,14495943105285913,94409519730.60213,5.585348872513676e-7,7818.14685080338
8,256,0.0001,3,4,14561355456218872,2.7197973619971445,1338.8028799567644,3396.5677181372635
64,64,0.0003,1,5,14574203411687237,203914231966.08047,1.399570184056748e-7,9.705399128309378e-7
64,64,0.001,0.3,3,14584351190834288,1334181929081.9524,2.8342959534340717e-8,2.2575026378650841e-7
8,128,0.0001,1,8,14606533600824,30255.48756684641,7.674127313622696e-7,0.000058292606043703235
16,256,0.0003,3,6,14678970918944356,13.261108012172944,6.0934169961472975,29.720788507172564
32,1024,0.0003,0.1,0,14682632054795175,5556329338282.817,1.1330324456357147e-8,7827.290534636179
32,1024,0.003,0.1,6,14685490816179303,4246799892789.1733,8.768079151572057e-9,7.772645948637715e-8
128,512,0.0001,0.1,2,14691470987737687,3297272354413.1406,1.7322231204802302e-8,7857.68293486712
32,256,0.01,1,2,1471582697663848,22728.191793086135,1.47030439809267e-7,0.0000018772423149350987
64,256,0.01,0.1,6,1471990552255804,2871892976372.225,8.265312656474656e-9,5.3331852044001466e-8
32,512,0.001,0.03,5,1472251130344463,17389591761534.607,3.828044770050881e-9,7834.7949490565925
128,128,0.001,0.03,4,14786224610371068,14321484251572.521,5.170309957930294e-9,7876.856215951973
128,256,0.001,1,5,14812753934467726,162273274262.71112,1.1222255235394454e-7,8.214313349116997e-7
32,64,0.0001,0.1,1,14837549521058235,6162249027446.653,2.1658814963416243e-8,7820.374536894624
32,1024,0.003,0.1,3,14863326871128812,4236348849933.669,9.170188830454857e-9,7.988099959007094e-8
128,128,0.003,1,7,1487491110369743,156789807493.3138,1.097643467151834e-7,9.009010432020079e-7
128,512,0.0001,0.03,5,14898332736042685,12004016760915.844,4.948815135448783e-9,7851.20738181429
64,256,0.0003,1,7,1491425019841518,174529369744.5045,1.245448659658625e-7,0.000001847107185635951
64,1024,0.01,0.1,6,14926424339837918,2755315289169.3037,8.541706897300148e-9,4.784832552316311e-8
32,1024,0.003,3,0,14957668348646846,63048.588791421076,0.0000018142007081852465,0.00007011903150116951
64,64,0.01,0.03,1,14995008272302746,18071239114736.285,2.664289011628267e-9,4.46127796899843e-8
128,64,0.003,3,5,15001217652142051,41648.70434966053,9.067592746423028e-7,0.0000177643344406523
16,512,0.0001,0.03,0,15049896940759844,24373228204454.215,3.790509461855326e-9,7816.841130169365
32,256,0.01,3,6,15050356425131006,119.65936857710928,0.000004660248506213559,0.000057905338520537965
16,1024,0.0003,0.03,4,15086554288806342,30017681806912.8,3.027022410500452e-9,7811.635578595988
64,512,0.01,0.03,5,15095097520005507,13719709189487.773,2.556523881476363e-9,2.582417457621635e-8
16,256,0.01,0.1,6,15098485195832856,3929066252507.671,1.0082068513318155e-8,5.960262971910753e-8
64,1024,0.01,0.3,0,15123053325838687,544935120471.9323,2.769916584938383e-8,2.8093376443600715e-7
16,512,0.0003,0.03,2,15125353068251213,24337098479657.92,3.739696774464646e-9,7815.261257209677
16,128,0.01,0.03,7,1517457124232815,19286598145609.62,2.598593340503716e-9,1.6236835431615236e-8
64,64,0.0001,3,1,1517814393939615,10844.674503553651,2.10982310440606,7829.016477482408
8,1024,0.0003,1,0,15179396889994423,21728210411.136375,0.0000026204963176406777,7813.635046914844
16,64,0.003,0.1,4,152015550940643,6216391497419.065,9.098860997920737e-9,7.051387895501472e-8
64,512,0.0001,1,7,15210470589356673,190232291765.58612,1.2153704552926424e-7,9.055514821688008e-7
8,1024,0.01,0.03,2,1523993688953127,14509156298393.13,6.501383875672707e-9,7888.26476267754
64,128,0.0001,3,3,15244423737370316,98311099.38725585,0.0003981687906775729,7838.694687706704
64,512,0.003,1,5,15292507558251323,85553062941.00575,1.16597169244311e-7,0.0000010697538863459013
64,1024,0.01,0.03,5,15294401329114504,14527513918669.016,2.5119322177816985e-9,1.4260503666744752e-8
16,512,0.01,0.1,2,15337548665018763,3744650940974.5537,8.844527776779789e-9,5.1514303488643124e-8
32,512,0.0001,0.3,3,15343241759915704,1300726525653.9463,5.04687083219858e-8,7824.879352268172
8,512,0.0001,0.1,7,15344764873873762,5562010019080.142,1.6540769864681314e-8,7811.746148663688
8,512,0.01,0.3,6,15394147004908854,47234798.3741714,4.155198762736232e-8,1.3294294065100646e-7
32,256,0.0001,0.3,7,15422064481658415,1280444307740.687,6.018738462945198e-8,7824.9586981250995
128,64,0.0003,3,7,1543747385021541,8533614030.671336,0.0000010104411198200823,0.0000798164592671758
32,64,0.0003,3,7,1543811379735811,13.241857349791827,9.14233251652177,32.79980594379728
16,128,0.0001,0.3,6,1544739443064167,1407602890316.9875,9.080709161832117e-8,7822.052222483553
8,256,0.01,0.3,1,1544779497832559,82283050.94091037,4.32505973245956e-8,1.438350025690532e-7
64,128,0.001,0.03,4,15449025904943503,15825910498854.705,5.202715369617429e-9,7839.074444182599
128,128,0.0003,0.1,0,15485103848126647,3952234699074.6304,1.793727788503626e-8,7858.232238490648
16,128,0.0001,3,2,15490286161274813,5.5064753245594185,270.1252214738313,1126.1439237454067
128,128,0.01,0.1,3,155589934958986,3286482165172.8384,8.31277935371306e-9,4.615772075587563e-8
128,1024,0.0003,1,5,156158055518007,169294609122.69696,1.1091040707273244e-7,8.787324145305687e-7
16,1024,0.0003,1,0,15631381849987636,98344465415.00276,3.693286298069338e-7,5406.739462261047
16,512,0.001,1,1,1563640378335347,82248942846.27066,1.9351768207676237e-7,0.0000012371134495383256
64,1024,0.001,0.3,8,15641961045163022,951119333234.7155,2.9005529755274484e-8,2.8112853596539046e-7
128,1024,0.001,3,1,1566820875922188,7371150352.39514,5.373069307619156e-7,0.000012462833131095715
32,64,0.003,0.3,7,1567162804929032,1202982234772.8726,3.167867346153152e-8,1.798920703337906e-7
128,512,0.01,3,5,15725739972335362,1030.9013180589893,6.04799535989163e-7,0.00001431907233549579
32,64,0.003,0.3,0,15736350798346765,1134539049072.2876,3.237113244052772e-8,3.1424675299216153e-7
32,128,0.003,0.03,6,15752131504343037,17744221288384.188,2.625846429177531e-9,5.189898998882608e-8
16,512,0.003,0.03,4,15754804209498585,22054088586767.223,2.6063489144645077e-9,1.651911163402761e-8
8,64,0.001,0.1,7,1577988321967554,1888112568425.4055,1.5200326108745016e-8,7.974259651891763e-8
128,512,0.0003,0.03,5,15783559489347676,11003146321329.623,4.964839872541547e-9,7862.776487838983
8,512,0.0001,1,8,15792807082324933,8084656319.736383,0.000008323843868888543,7813.019067904359
16,64,0.0001,0.3,7,15797816793430175,1371395565100.4243,9.222738883063405e-8,7813.185949406241
128,64,0.0003,0.03,1,15804786280984895,19264801776219.875,5.828899141114135e-9,7858.51337788355
16,512,0.003,0.03,7,1581636848472162,23389156990085.76,3.8939862445529385e-9,7830.020587406875
16,64,0.003,0.03,7,1582198692788208,20919756862398.547,2.4958946021010904e-9,1.9581434029549765e-8
32,1024,0.0003,0.1,4,1582403819201087,5382637488481.988,1.1375052899528616e-8,7828.586596108785
16,64,0.003,0.1,7,1584685137531191,4003104950506.7856,1.1187337722789494e-8,4.08007769786321e-8
8,1024,0.01,0.1,2,1585135646120519,2723793730251.7666,2.4256718411267923e-8,7869.111895224608
128,512,0.0003,0.3,8,15854320070209393,868383018883.9891,3.08255709840252e-8,9.969241167547465e-7
64,128,0.01,1,8,15864565544619402,3224312.9530299297,1.2944392778776854e-7,0.0000018944616703653066
128,64,0.001,1,7,15874791873570493,235903760108.96518,1.1877558757787739e-7,0.0000011876798249081974
64,512,0.0001,0.1,3,15881712441083307,4190821157517.014,1.523852577441932e-8,7838.626203220086
